Checkin Date,2015-08-12,2015-08-12,2015-08-12,2015-08-12,2015-08-13,2015-08-13,2015-08-13,2015-08-13,2015-08-19,2015-08-19,2015-08-19,2015-08-19,2015-08-26,2015-08-26,2015-08-26,2015-08-26,2015-08-27,2015-08-27,2015-08-27,2015-08-27,2015-08-28,2015-08-28,2015-08-28,2015-08-28,2015-09-09,2015-09-09,2015-09-09,2015-09-09,2015-09-10,2015-09-10,2015-09-10,2015-09-10,2015-09-11,2015-09-11,2015-09-11,2015-09-11,2015-09-16,2015-09-16,2015-09-16,2015-09-16,2015-09-17,2015-09-17,2015-09-17,2015-09-17,2015-09-18,2015-09-18,2015-09-18,2015-09-18,2015-09-30,2015-09-30,2015-09-30,2015-09-30,2015-10-01,2015-10-01,2015-10-01,2015-10-01,2015-10-02,2015-10-02,2015-10-02,2015-10-02,2015-10-07,2015-10-07,2015-10-07,2015-10-07,2015-10-14,2015-10-14,2015-10-14,2015-10-14,2015-10-15,2015-10-15,2015-10-15,2015-10-15,2015-10-16,2015-10-16,2015-10-16,2015-10-16,2015-10-21,2015-10-21,2015-10-21,2015-10-21,2015-10-22,2015-10-22,2015-10-22,2015-10-22,2015-10-27,2015-10-27,2015-10-27,2015-10-27,2015-10-28,2015-10-28,2015-10-28,2015-10-28,2015-10-29,2015-10-29,2015-10-29,2015-10-29,2015-10-30,2015-10-30,2015-10-30,2015-10-30,2015-11-03,2015-11-03,2015-11-03,2015-11-03,2015-11-04,2015-11-04,2015-11-04,2015-11-04,2015-11-05,2015-11-05,2015-11-05,2015-11-05,2015-11-06,2015-11-06,2015-11-06,2015-11-06,2015-11-07,2015-11-07,2015-11-07,2015-11-07,2015-11-10,2015-11-10,2015-11-10,2015-11-10,2015-11-11,2015-11-11,2015-11-11,2015-11-11,2015-11-12,2015-11-12,2015-11-12,2015-11-12,2015-11-13,2015-11-13,2015-11-13,2015-11-13,2015-11-18,2015-11-18,2015-11-18,2015-11-18,2015-11-21,2015-11-21,2015-11-21,2015-11-21,2015-11-25,2015-11-25,2015-11-25,2015-11-25,2015-11-26,2015-11-26,2015-11-26,2015-11-26,2015-11-27,2015-11-27,2015-11-27,2015-11-27,2015-11-28,2015-11-28,2015-11-28,2015-11-28
Hilton Garden Inn New York Manhattan-Midtown East,21.778584392014523,30.852994555353902,-1.0,-1.0,-1.0,27.223230490018153,17.241379310344826,17.241379310344826,13.520871143375686,19.87295825771325,18.148820326678774,-1.0,4.537205081669697,4.537205081669697,6.352087114337564,19.78221415607986,-1.0,18.78402903811252,0.0,6.62431941923775,29.94555353901997,18.239564428312164,15.970961887477316,-1.0,-1.0,67.15063520871145,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,80.30852994555353,80.30852994555353,84.93647912885662,-1.0,-1.0,78.31215970961888,89.9274047186933,-1.0,80.76225045372051,100.00000000000001,66.24319419237749,-1.0,67.05989110707803,58.8929219600726,79.85480943738658,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.79128856624321,63.88384754990925,-1.0,-1.0,96.18874773139747,-1.0,-1.0,-1.0,-1.0,80.76225045372051,81.21597096188749,-1.0,76.22504537205081,68.05807622504538,-1.0,74.41016333938295,81.66969147005445,-1.0,-1.0,65.33575317604355,56.98729582577133,-1.0,95.28130671506354,-1.0,-1.0,67.15063520871145,67.15063520871145,-1.0,-1.0,-1.0,-1.0,62.06896551724138,-1.0,-1.0,60.07259528130672,61.70598911070782,59.61887477313975,61.34301270417423,54.26497277676951,73.86569872958258,-1.0,-1.0,72.23230490018149,-1.0,-1.0,-1.0,-1.0,46.188747731397456,-1.0,59.255898366606175,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,44.1016333938294,-1.0,64.6098003629764,-1.0,-1.0,-1.0,-1.0,-1.0,33.03085299455536,27.223230490018153,-1.0,26.134301270417424,-1.0,-1.0,41.74228675136116,33.57531760435572,44.1016333938294,-1.0,-1.0,-1.0,-1.0,-1.0,26.40653357531761,-1.0,-1.0,16.15245009074411,16.15245009074411,16.15245009074411,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,36.47912885662433,-1.0,-1.0,-1.0,52.994555353902,54.17422867513612
Hilton Garden Inn New York Midtown Park Ave,16.546762589928058,18.70503597122302,23.021582733812956,27.33812949640288,-1.0,16.762589928057558,14.748201438848916,8.705035971223019,20.647482014388494,18.1294964028777,23.021582733812956,18.1294964028777,11.294964028776981,17.33812949640288,11.223021582733814,18.1294964028777,-1.0,8.273381294964032,10.791366906474813,6.402877697841724,27.482014388489212,15.251798561151084,16.762589928057558,21.366906474820148,43.66906474820144,43.02158273381294,51.29496402877698,-1.0,-1.0,42.805755395683455,44.748201438848916,30.215827338129493,54.67625899280575,-1.0,47.48201438848921,-1.0,76.25899280575538,78.41726618705036,90.64748201438849,100.0,59.71223021582734,57.55395683453238,59.71223021582734,-1.0,48.92086330935252,44.60431654676258,44.60431654676258,48.92086330935252,-1.0,-1.0,-1.0,-1.0,46.76258992805756,42.44604316546762,35.97122302158274,45.3956834532374,56.33093525179856,51.07913669064748,55.3956834532374,45.323741007194236,-1.0,-1.0,70.50359712230215,68.34532374100718,74.82014388489208,57.55395683453238,59.71223021582734,57.55395683453238,-1.0,46.69064748201439,38.63309352517985,45.3956834532374,-1.0,-1.0,-1.0,-1.0,53.09352517985611,59.71223021582734,55.10791366906475,57.48201438848921,-1.0,-1.0,44.46043165467626,77.69784172661869,-1.0,61.8705035971223,66.18705035971223,-1.0,46.76258992805756,51.07913669064748,59.71223021582734,48.92086330935252,-1.0,38.1294964028777,33.81294964028776,33.81294964028776,46.76258992805756,35.97122302158274,42.44604316546762,48.92086330935252,-1.0,-1.0,-1.0,-1.0,40.28776978417266,44.60431654676258,35.46762589928057,41.36690647482015,-1.0,-1.0,-1.0,-1.0,35.97122302158274,32.374100719424455,29.49640287769784,27.33812949640288,34.82014388489208,38.1294964028777,38.1294964028777,46.76258992805756,-1.0,-1.0,-1.0,-1.0,25.179856115107917,31.510791366906467,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,25.68345323741007,28.776978417266186,34.53237410071943,23.381294964028775,29.49640287769784,25.179856115107917,-1.0,23.021582733812956,-1.0,18.70503597122302,9.352517985611506,0.0,-1.0,32.51798561151079,12.230215827338135,-1.0,11.6546762589928,13.597122302158276,24.31654676258993,30.215827338129493,-1.0,34.53237410071943,27.122302158273378,24.964028776978417,49.64028776978417,38.70503597122302,-1.0,-1.0
Hilton Garden Inn New York West 35th Street,19.376391982182625,11.284335560504829,17.891610987379366,9.42835931700074,12.917594654788417,16.035634743875278,12.917594654788417,11.804008908685972,30.438010393466968,11.284335560504829,11.284335560504829,8.166295471417968,2.078693392724574,10.096510764662213,13.882702301410546,9.42835931700074,14.253897550111361,2.5241276911655603,0.0,0.5196733481811435,11.284335560504829,18.559762435040838,15.441722345953977,19.376391982182625,41.796585003711954,39.56941351150705,46.69636228656273,46.69636228656273,44.02375649591686,36.00593912397922,33.55605048255383,26.13214550853749,49.22048997772828,46.17668893838159,36.15441722345953,44.02375649591686,49.07201187824796,52.19005196733481,57.23830734966592,61.02449888641425,50.18559762435041,39.123979213066065,42.464736451373426,42.76169265033407,34.66963622865627,31.70007423904974,23.682256867112102,38.97550111358575,54.6399406087602,57.98069784706756,57.23830734966592,54.71417965850037,-1.0,51.00222717149221,43.28136599851521,44.914625092798815,58.500371195248704,57.23830734966592,50.70527097253155,46.399406087602074,99.99999999999999,66.59242761692649,65.10764662212323,61.469933184855236,51.37342242019302,48.775055679287306,49.22048997772828,46.10244988864142,-1.0,44.17223459539717,37.93615441722346,42.76169265033407,64.95916852264291,59.61395694135115,48.775055679287306,51.37342242019302,49.07201187824796,44.61766889383816,42.9101707498144,42.3162583518931,33.85300668151447,32.36822568671121,33.630289532293986,-1.0,52.635486265775796,55.827765404602815,62.360801781737194,-1.0,37.26800296956199,-1.0,-1.0,32.36822568671121,45.063103192279144,38.381588715664435,45.21158129175946,42.76169265033407,49.22048997772828,53.97178916109874,43.57832219747587,44.02375649591686,65.25612472160357,56.050482553823315,55.15961395694134,61.247216035634736,-1.0,34.521158129175944,27.319970304380107,-1.0,-1.0,23.97921306607276,19.524870081662954,17.074981440237565,37.41648106904232,36.15441722345953,23.533778767631773,30.438010393466968,-1.0,-1.0,35.337787676317745,-1.0,-1.0,-1.0,-1.0,-1.0,9.948032665181884,13.882702301410546,18.26280623608018,-1.0,-1.0,-1.0,-1.0,18.85671863400148,31.9970304380104,34.22420193021529,16.62954714179658,10.764662212323685,12.991833704528588,22.12323682256867,22.717149220489972,21.30660727542687,-1.0,-1.0,-1.0,-1.0,-1.0,15.812917594654792,8.760207869339268,29.32442464736451,-1.0,5.716406829992579,26.42910170749815,29.918337045285824,-1.0,26.28062360801782,15.590200445434292,9.873793615441727,43.05864884929473,34.0014847809948,34.0014847809948,-1.0
Hilton Garden Inn New York-Times Square Central,25.5609756097561,24.585365853658544,29.26829268292684,26.439024390243915,-1.0,-1.0,-1.0,2.536585365853668,2.731707317073173,4.7804878048780495,19.707317073170742,24.878048780487816,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5853658536585442,0.0,-1.0,13.170731707317074,13.170731707317074,4.390243902439025,-1.0,57.07317073170732,67.70731707317073,61.36585365853661,51.12195121951221,45.85365853658537,42.53658536585367,58.829268292682926,83.12195121951221,65.85365853658537,65.85365853658537,-1.0,-1.0,-1.0,91.31707317073172,93.56097560975611,72.00000000000001,76.39024390243902,42.439024390243915,40.48780487804878,70.73170731707317,56.97560975609757,47.31707317073172,62.92682926829268,-1.0,71.12195121951221,79.90243902439026,76.29268292682927,81.46341463414636,-1.0,-1.0,69.95121951219512,93.36585365853661,43.41463414634147,71.12195121951221,76.48780487804878,-1.0,-1.0,-1.0,66.34146341463416,74.24390243902441,71.12195121951221,-1.0,59.31707317073172,72.58536585365856,80.87804878048782,-1.0,75.41463414634147,72.68292682926831,80.39024390243902,64.87804878048782,69.75609756097562,77.56097560975611,64.68292682926831,88.29268292682927,63.219512195121965,58.73170731707317,61.951219512195124,60.390243902439025,57.07317073170732,-1.0,64.87804878048782,76.58536585365856,-1.0,59.02439024390246,63.51219512195122,63.80487804878051,59.90243902439026,-1.0,67.21951219512196,-1.0,-1.0,-1.0,60.780487804878064,75.60975609756098,-1.0,60.97560975609757,-1.0,-1.0,-1.0,43.219512195121965,41.46341463414636,-1.0,-1.0,44.780487804878064,38.53658536585367,-1.0,28.097560975609767,45.658536585365866,-1.0,27.219512195121965,42.14634146341463,60.97560975609757,39.51219512195122,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,32.48780487804879,-1.0,37.46341463414636,33.365853658536594,44.390243902439025,5.365853658536594,28.780487804878064,30.731707317073173,41.46341463414636,-1.0,-1.0,-1.0,19.707317073170742,-1.0,-1.0,28.585365853658544,-1.0,-1.0,-1.0,-1.0,15.121951219512198,21.170731707317074,25.85365853658537,26.04878048780489,-1.0,13.170731707317074,19.219512195121965,-1.0,100.00000000000001,54.73170731707317,32.19512195121952,17.365853658536594,-1.0,-1.0,-1.0,-1.0
Hilton Garden Inn Times Square,39.3414211438475,46.36048526863085,48.96013864818025,39.42807625649914,40.727902946273844,35.78856152512999,32.582322357019066,38.30155979202773,21.663778162911626,32.06239168110919,25.82322357019065,25.216637781629117,-1.0,24.69670710571924,22.963604852686316,16.031195840554602,22.357019064124785,25.649913344887352,22.79029462738302,-1.0,15.164644714038133,-1.0,24.69670710571924,13.518197573656849,88.30155979202775,81.19584055459273,75.30329289428079,71.83708838821491,-1.0,58.57885615251301,52.68630849220105,65.59792027729637,83.01559792027732,81.36915077989602,70.79722703639516,78.682842287695,83.01559792027732,87.60831889081456,100.0,96.27383015597923,77.98960138648181,78.85615251299828,69.23743500866553,77.90294627383017,48.96013864818025,46.36048526863085,35.96187175043329,35.09532062391682,56.84575389948007,68.54419410745234,79.54939341421144,73.83015597920277,60.225303292894296,61.09185441941075,64.55805892547662,50.25996533795495,51.73310225303294,49.0467937608319,42.027729636048534,36.39514731369151,75.30329289428079,86.22183708838821,95.66724436741768,82.92894280762567,81.8890814558059,75.82322357019066,66.29116117850955,77.29636048526865,69.41074523396881,62.47833622183711,59.96533795493936,76.34315424610054,58.57885615251301,64.55805892547662,55.89254766031196,73.3102253032929,-1.0,67.50433275563259,77.98960138648181,58.405545927209715,63.51819757365686,65.59792027729637,49.0467937608319,67.50433275563259,72.44367417677643,72.44367417677643,72.44367417677643,-1.0,64.55805892547662,70.8838821490468,64.55805892547662,65.42461005199308,61.35181975736569,48.96013864818025,52.77296360485269,43.24090121317158,63.691507798960146,59.01213171577125,63.691507798960146,59.01213171577125,78.59618717504333,80.15597920277298,74.43674176776432,-1.0,36.828422876949745,40.29462738301561,-1.0,32.84228769497402,37.00173310225304,42.634315424610065,30.502599653379562,36.13518197573657,27.036395147313698,29.54939341421145,27.209705372616995,-1.0,-1.0,-1.0,-1.0,-1.0,50.086655112651655,49.39341421143848,51.55979202772964,-1.0,36.828422876949745,35.96187175043329,31.542461005199314,32.409012131715784,-1.0,21.23050259965339,21.23050259965339,19.32409012131717,44.62738301559793,21.23050259965339,40.727902946273844,40.03466204506067,25.47660311958407,35.78856152512999,-1.0,25.56325823223571,-1.0,30.329289428076265,0.0,6.1525129982669,-1.0,-1.0,-1.0,42.980935875216645,-1.0,21.750433275563267,28.509532062391685,30.675909878682845,43.76083188908146,33.362218370883895,21.750433275563267,17.50433275563259,66.81109185441943,46.79376083188909,36.04852686308493,50.25996533795495
Hilton Garden Inn Tribeca,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,28.47682119205298,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,84.86281929990541,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,86.09271523178809,-1.0,-1.0,100.00000000000001,-1.0,90.53926206244087,92.90444654683067,-1.0,83.44370860927152,71.33396404919584,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,51.750236518448446,58.37275307473983,-1.0,52.980132450331126,-1.0,62.25165562913908,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.952696310312206,47.303689687795654,-1.0,45.600756859035016,46.73604541154211,-1.0,65.18448438978241,-1.0,-1.0,68.87417218543048,59.12961210974457,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,33.7748344370861,26.206244087038797,-1.0,-1.0,-1.0,56.480605487228004,-1.0,-1.0
Hilton Manhattan East,-1.0,22.67250821467688,16.757940854326392,6.571741511500548,-1.0,13.80065717415114,9.748083242059138,12.595837897042713,-1.0,10.295728368017521,6.900328587075563,11.829134720700978,-1.0,-1.0,12.924424972617743,-1.0,-1.0,1.314348302300104,0.2190580503833388,-1.0,31.763417305585975,29.134720700985753,19.824753559693306,20.810514786418395,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.835706462212485,39.53997809419495,35.48740416210295,35.268346111719595,-1.0,86.85651697699889,99.99999999999999,80.39430449069003,-1.0,77.32749178532309,69.11281489594741,50.7119386637459,-1.0,69.44140197152244,61.55531215772179,82.69441401971521,-1.0,80.065717415115,85.98028477546548,91.45673603504927,-1.0,78.31325301204818,-1.0,-1.0,58.8170865279299,47.86418400876231,62.32201533406352,57.61226725082146,56.07886089813799,94.19496166484116,68.34611171960567,87.95180722891565,-1.0,54.7645125958379,62.4315443592552,66.0460021905805,72.28915662650603,64.6221248630887,56.9550930996714,46.659364731653866,66.15553121577217,69.00328587075573,65.71741511500547,57.61226725082146,56.07886089813799,66.70317634173055,-1.0,92.00438116100766,-1.0,-1.0,-1.0,48.41182913472069,-1.0,-1.0,-1.0,-1.0,47.75465498357063,51.58817086527928,-1.0,-1.0,38.33515881708651,47.316538882803926,46.44030668127054,44.57831325301204,55.96933187294631,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,38.33515881708651,40.52573932092004,39.53997809419495,46.002190580503836,-1.0,-1.0,37.23986856516977,23.00109529025191,41.621029572836804,35.04928806133624,27.272727272727266,38.99233296823657,54.7645125958379,43.811610076670306,-1.0,-1.0,-1.0,37.458926615553125,38.116100766703156,-1.0,23.877327491785323,25.73932092004381,30.66812705366921,49.39759036144578,23.00109529025191,28.477546549835694,21.905805038335146,-1.0,47.09748083242057,47.316538882803926,43.811610076670306,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.3953997809419434,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.429353778751363,13.143483023001082,-1.0,-1.0,-1.0,-1.0,55.53121577217961,-1.0,-1.0,-1.0
Hilton New York Fashion District,-1.0,16.70721816707217,19.221411192214106,-1.0,-1.0,-1.0,-1.0,3.1630170316301616,-1.0,-1.0,-1.0,-1.0,-1.0,2.189781021897801,0.0,3.1630170316301616,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,45.49878345498783,49.06731549067315,-1.0,-1.0,-1.0,-1.0,53.44687753446877,45.49878345498783,100.0,-1.0,53.93349553933494,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,48.580697485806965,44.84995944849959,-1.0,-1.0,69.99188969991889,81.75182481751824,-1.0,-1.0,-1.0,-1.0,-1.0,57.25871857258717,-1.0,-1.0,-1.0,-1.0,-1.0,66.5044606650446,43.71451743714516,-1.0,43.47120843471208,53.852392538523915,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,45.49878345498783,32.52230332522302,-1.0,53.203568532035675,80.77858880778587,82.07623682076235,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,37.14517437145173,42.25466342254663,70.39740470397405,-1.0,58.31305758313057,59.77291159772912,54.09570154095701,-1.0,52.96025952960258,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,34.30656934306569,31.467964314679634,34.387672343876716,37.3073803730738,44.03892944038928,35.92862935928629,28.22384428223843,26.845093268450924,47.8507704785077,47.20194647201946,35.36090835360908,33.49553933495538,-1.0,52.14922952149229,46.47201946472019,-1.0,42.41686942416868,-1.0,-1.0,37.22627737226277,22.78994322789943,29.35928629359286,33.738848337388475,-1.0,-1.0,-1.0,22.546634225466335,13.868613138686129,48.09407948094079,41.60583941605839,-1.0,25.38523925385239,23.682076236820762,19.302514193025132,52.96025952960258,37.95620437956204,-1.0,-1.0,-1.0,-1.0,-1.0,19.059205190592053,30.65693430656934,33.090024330900235,-1.0,29.03487429034874,30.089213300892126,-1.0,42.011354420113534,35.11759935117598,-1.0,36.90186536901865,-1.0,-1.0,-1.0,-1.0
Hilton New York JFK Airport,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,29.065743944636665,-1.0,-1.0,-1.0,-1.0,99.99999999999997,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.9792387543252516,-1.0,-1.0,27.33564013840831,-1.0,-1.0,-1.0,20.76124567474048,17.64705882352942,28.37370242214533,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.574394463667829,22.14532871972318,20.415224913494797,-1.0,-1.0,-1.0,-1.0,-1.0,11.418685121107274,0.0,35.46712802768167,49.13494809688581,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Hilton Newark Airport,22.580645161290334,41.935483870967744,41.935483870967744,-1.0,-1.0,-1.0,41.935483870967744,22.580645161290334,1.290322580645153,41.935483870967744,31.290322580645153,-1.0,22.580645161290334,41.935483870967744,41.935483870967744,-1.0,-1.0,-1.0,41.935483870967744,22.580645161290334,54.83870967741936,-1.0,51.61290322580646,-1.0,9.677419354838719,32.258064516129025,54.83870967741936,-1.0,-1.0,-1.0,38.70967741935485,16.129032258064512,77.41935483870967,67.74193548387098,45.16129032258064,-1.0,35.48387096774192,51.61290322580646,54.83870967741936,-1.0,-1.0,-1.0,51.61290322580646,-1.0,83.87096774193549,67.74193548387098,-1.0,-1.0,70.96774193548387,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,32.258064516129025,45.16129032258064,58.064516129032256,-1.0,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,38.70967741935485,58.064516129032256,77.41935483870967,-1.0,-1.0,-1.0,58.064516129032256,38.70967741935485,-1.0,58.064516129032256,74.19354838709677,90.32258064516128,38.70967741935485,54.83870967741936,70.96774193548387,-1.0,-1.0,-1.0,51.61290322580646,35.48387096774192,-1.0,67.74193548387098,51.61290322580646,-1.0,-1.0,70.96774193548387,80.64516129032259,-1.0,35.48387096774192,51.61290322580646,67.74193548387098,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,67.74193548387098,-1.0,-1.0,-1.0,51.61290322580646,67.74193548387098,83.87096774193549,35.48387096774192,51.61290322580646,67.74193548387098,-1.0,-1.0,-1.0,51.61290322580646,38.70967741935485,-1.0,67.74193548387098,58.064516129032256,-1.0,12.903225806451616,38.70967741935485,54.83870967741936,77.41935483870967,-1.0,-1.0,-1.0,-1.0,0.0,12.903225806451616,25.80645161290323,38.70967741935485,38.70967741935485,25.80645161290323,-1.0,16.129032258064512,38.70967741935485,-1.0,45.16129032258064,16.129032258064512,-1.0,-1.0,45.16129032258064,-1.0
Hilton Times Square,32.556497175141246,38.841807909604526,46.680790960451986,-1.0,33.26271186440678,22.669491525423737,-1.0,32.556497175141246,35.16949152542374,31.073446327683627,43.502824858757066,-1.0,13.841807909604526,15.254237288135599,34.53389830508475,30.014124293785315,30.649717514124305,2.118644067796609,0.0,44.27966101694916,-1.0,-1.0,19.491525423728817,24.152542372881356,-1.0,-1.0,67.01977401129943,62.5,35.16949152542374,76.12994350282486,48.163841807909606,54.661016949152554,62.5,63.13559322033899,74.15254237288136,68.22033898305085,-1.0,68.29096045197741,74.78813559322035,89.12429378531075,63.13559322033899,59.180790960451986,57.27401129943503,55.36723163841809,56.92090395480227,54.025423728813564,39.971751412429384,-1.0,74.57627118644069,78.81355932203391,100.0,80.64971751412429,74.01129943502826,68.22033898305085,65.04237288135593,65.67796610169492,67.01977401129943,63.13559322033899,56.638418079096056,76.69491525423729,88.70056497175142,85.31073446327684,83.33333333333334,81.70903954802262,50.0,53.6723163841808,67.01977401129943,49.293785310734464,49.152542372881356,-1.0,52.82485875706216,72.1045197740113,-1.0,61.51129943502826,61.652542372881356,-1.0,83.05084745762713,86.5819209039548,93.64406779661019,62.5,-1.0,67.01977401129943,46.186440677966104,63.13559322033899,-1.0,86.86440677966101,70.9039548022599,70.97457627118644,-1.0,61.15819209039549,76.76553672316385,62.5,83.96892655367233,-1.0,42.30225988700566,73.51694915254237,54.661016949152554,70.9039548022599,50.7768361581921,-1.0,-1.0,50.21186440677967,55.93220338983052,67.01977401129943,35.310734463276845,36.299435028248595,47.95197740112995,46.89265536723164,47.52824858757063,41.031073446327696,46.257062146892665,33.05084745762713,41.596045197740125,50.56497175141243,28.17796610169492,47.10451977401131,43.149717514124305,50.56497175141243,43.149717514124305,47.10451977401131,45.621468926553675,48.09322033898306,46.822033898305094,-1.0,38.206214689265536,23.870056497175142,41.031073446327696,35.875706214689274,36.51129943502825,38.771186440677965,21.045197740112997,41.596045197740125,48.44632768361582,25.494350282485883,25.63559322033899,39.971751412429384,43.22033898305085,23.658192090395488,29.590395480225993,27.401129943502823,4.307909604519779,16.949152542372886,7.6271186440678065,-1.0,-1.0,-1.0,12.923728813559322,20.33898305084746,-1.0,15.748587570621467,12.782485875706215,26.55367231638418,-1.0,29.449152542372886,40.2542372881356,24.152542372881356,70.97457627118644,50.21186440677967,34.25141242937853,30.29661016949153
Holiday Inn New York JFK Airport Area,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,70.83333333333331,78.84615384615384,-1.0,-1.0,73.39743589743588,83.0128205128205,-1.0,-1.0,79.80769230769229,89.4230769230769,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,69.23076923076923,77.88461538461539,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,63.46153846153845,-1.0,-1.0,71.15384615384616,66.34615384615384,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,43.269230769230774,-1.0,-1.0,-1.0,25.961538461538453,-1.0,-1.0,-1.0,18.269230769230745,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,34.61538461538461,-1.0,-1.0,-1.0,21.153846153846132,-1.0,-1.0,-1.0,12.179487179487182,-1.0,-1.0,-1.0,9.615384615384613,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.256410256410248,-1.0,0.0,11.858974358974336,-1.0,-1.0,1.602564102564088,-1.0,-1.0,-1.0,-1.0,-1.0,14.743589743589723,2.243589743589723
