,features,label
14914,"[4.0,735807.0,735811.0,4.0,13.0]",0.0
14915,"[0.0,735953.0,735962.0,9.0,18.0]",0.0
14916,"[4.0,735839.0,735867.0,28.0,150.0]",0.0
14917,"[3.0,735917.0,735947.0,30.0,27.0]",3.0
14918,"[6.0,735905.0,735917.0,12.0,56.0]",1.0
14919,"[1.0,735897.0,735907.0,10.0,21.0]",1.0
14920,"[0.0,735904.0,735934.0,30.0,37.0]",2.0
14921,"[1.0,735841.0,735844.0,3.0,44.0]",0.0
14922,"[0.0,735907.0,735913.0,6.0,22.0]",1.0
14923,"[1.0,735821.0,735830.0,9.0,55.0]",2.0
14924,"[1.0,735808.0,735809.0,1.0,9.0]",1.0
14925,"[1.0,735801.0,735823.0,22.0,40.0]",2.0
14926,"[5.0,735836.0,735855.0,19.0,151.0]",0.0
14927,"[2.0,735873.0,735901.0,28.0,55.0]",0.0
14928,"[6.0,735807.0,735833.0,26.0,16.0]",3.0
14929,"[4.0,735901.0,735902.0,1.0,206.0]",0.0
14930,"[3.0,735876.0,735898.0,22.0,262.0]",2.0
14931,"[6.0,735855.0,735882.0,27.0,24.0]",3.0
14932,"[1.0,735843.0,735851.0,8.0,51.0]",1.0
14933,"[6.0,735864.0,735889.0,25.0,41.0]",1.0
14934,"[1.0,735833.0,735865.0,32.0,4.0]",1.0
14935,"[1.0,735884.0,735914.0,30.0,259.0]",3.0
14936,"[4.0,735798.0,735818.0,20.0,19.0]",1.0
14937,"[0.0,735958.0,735962.0,4.0,13.0]",1.0
14938,"[1.0,735947.0,735949.0,2.0,77.0]",1.0
14939,"[2.0,735884.0,735908.0,24.0,21.0]",1.0
14940,"[1.0,735948.0,735977.0,29.0,1.0]",3.0
14941,"[4.0,735910.0,735944.0,34.0,52.0]",2.0
14942,"[0.0,735885.0,735913.0,28.0,13.0]",2.0
14943,"[1.0,735826.0,735851.0,25.0,19.0]",1.0
14944,"[2.0,735842.0,735859.0,17.0,3.0]",3.0
14945,"[1.0,735881.0,735893.0,12.0,70.0]",0.0
14946,"[3.0,735841.0,735849.0,8.0,1.0]",3.0
14947,"[6.0,735858.0,735875.0,17.0,24.0]",1.0
14948,"[0.0,735875.0,735892.0,17.0,1.0]",3.0
14949,"[1.0,735887.0,735921.0,34.0,35.0]",2.0
14950,"[3.0,735883.0,735891.0,8.0,29.0]",1.0
14951,"[6.0,735817.0,735847.0,30.0,170.0]",2.0
14952,"[2.0,735841.0,735859.0,18.0,4.0]",2.0
14953,"[0.0,735861.0,735878.0,17.0,29.0]",0.0
14954,"[5.0,735892.0,735897.0,5.0,264.0]",2.0
14955,"[0.0,735813.0,735822.0,9.0,16.0]",0.0
14956,"[4.0,735843.0,735867.0,24.0,144.0]",1.0
14957,"[0.0,735888.0,735920.0,32.0,2.0]",2.0
14958,"[1.0,735854.0,735872.0,18.0,65.0]",1.0
14959,"[5.0,735955.0,735967.0,12.0,140.0]",2.0
14960,"[0.0,735823.0,735836.0,13.0,73.0]",2.0
14961,"[1.0,735918.0,735935.0,17.0,15.0]",3.0
14962,"[3.0,735904.0,735905.0,1.0,160.0]",0.0
14963,"[0.0,735900.0,735934.0,34.0,53.0]",3.0
14964,"[4.0,735903.0,735916.0,13.0,3.0]",1.0
14965,"[1.0,735902.0,735928.0,26.0,122.0]",2.0
14966,"[0.0,735874.0,735906.0,32.0,42.0]",0.0
14967,"[6.0,735828.0,735847.0,19.0,43.0]",1.0
14968,"[0.0,735908.0,735927.0,19.0,2.0]",2.0
14969,"[1.0,735885.0,735914.0,29.0,24.0]",2.0
14970,"[5.0,735923.0,735953.0,30.0,9.0]",0.0
14971,"[6.0,735818.0,735833.0,15.0,20.0]",0.0
14972,"[6.0,735819.0,735826.0,7.0,1.0]",0.0
14973,"[1.0,735837.0,735858.0,21.0,36.0]",1.0
14974,"[0.0,735892.0,735913.0,21.0,3.0]",0.0
14975,"[6.0,735930.0,735959.0,29.0,16.0]",0.0
14976,"[5.0,735874.0,735876.0,2.0,9.0]",1.0
14977,"[0.0,735831.0,735857.0,26.0,281.0]",0.0
14978,"[1.0,735912.0,735935.0,23.0,65.0]",1.0
14979,"[6.0,735912.0,735931.0,19.0,140.0]",2.0
14980,"[4.0,735842.0,735874.0,32.0,223.0]",0.0
14981,"[1.0,735836.0,735837.0,1.0,275.0]",2.0
14982,"[0.0,735923.0,735934.0,11.0,313.0]",0.0
14983,"[3.0,735879.0,735891.0,12.0,30.0]",1.0
14984,"[1.0,735890.0,735921.0,31.0,24.0]",2.0
14985,"[0.0,735839.0,735864.0,25.0,106.0]",3.0
14986,"[0.0,735897.0,735899.0,2.0,71.0]",2.0
14987,"[3.0,735944.0,735947.0,3.0,27.0]",3.0
14988,"[5.0,735853.0,735862.0,9.0,34.0]",2.0
14989,"[4.0,735908.0,735937.0,29.0,1.0]",2.0
14990,"[1.0,735821.0,735823.0,2.0,104.0]",1.0
14991,"[3.0,735963.0,735996.0,33.0,23.0]",2.0
14992,"[1.0,735903.0,735914.0,11.0,7.0]",1.0
14993,"[2.0,735908.0,735929.0,21.0,71.0]",2.0
14994,"[3.0,735958.0,735968.0,10.0,87.0]",1.0
14995,"[3.0,735804.0,735828.0,24.0,4.0]",2.0
14996,"[2.0,735858.0,735873.0,15.0,48.0]",3.0
14997,"[5.0,735872.0,735883.0,11.0,65.0]",2.0
14998,"[0.0,735914.0,735920.0,6.0,359.0]",1.0
14999,"[4.0,735836.0,735846.0,10.0,97.0]",2.0
15000,"[4.0,735964.0,735965.0,1.0,346.0]",1.0
15001,"[6.0,735805.0,735826.0,21.0,152.0]",2.0
15002,"[2.0,735893.0,735915.0,22.0,3.0]",2.0
15003,"[1.0,735943.0,735956.0,13.0,52.0]",0.0
15004,"[6.0,735825.0,735854.0,29.0,29.0]",1.0
15005,"[2.0,735893.0,735908.0,15.0,59.0]",1.0
15006,"[3.0,735922.0,735926.0,4.0,113.0]",2.0
15007,"[2.0,735909.0,735929.0,20.0,29.0]",2.0
15008,"[2.0,735894.0,735908.0,14.0,40.0]",0.0
15009,"[5.0,735840.0,735869.0,29.0,210.0]",3.0
15010,"[5.0,735911.0,735932.0,21.0,280.0]",1.0
15011,"[4.0,735829.0,735832.0,3.0,40.0]",1.0
15012,"[0.0,735832.0,735857.0,25.0,5.0]",1.0
15013,"[0.0,735849.0,735871.0,22.0,37.0]",3.0
15014,"[6.0,735885.0,735910.0,25.0,28.0]",3.0
15015,"[0.0,735812.0,735822.0,10.0,28.0]",2.0
15016,"[4.0,735820.0,735846.0,26.0,144.0]",1.0
15017,"[1.0,735894.0,735900.0,6.0,71.0]",0.0
15018,"[2.0,735877.0,735901.0,24.0,81.0]",3.0
15019,"[3.0,735946.0,735947.0,1.0,113.0]",2.0
15020,"[0.0,735924.0,735934.0,10.0,43.0]",1.0
15021,"[3.0,735807.0,735828.0,21.0,6.0]",1.0
15022,"[3.0,735929.0,735961.0,32.0,119.0]",1.0
15023,"[1.0,735884.0,735886.0,2.0,10.0]",3.0
15024,"[4.0,735870.0,735895.0,25.0,23.0]",2.0
15025,"[3.0,735875.0,735898.0,23.0,6.0]",3.0
15026,"[0.0,735835.0,735836.0,1.0,245.0]",0.0
15027,"[4.0,735951.0,735958.0,7.0,1.0]",2.0
15028,"[2.0,735867.0,735901.0,34.0,40.0]",1.0
15029,"[1.0,735890.0,735900.0,10.0,11.0]",3.0
15030,"[2.0,735867.0,735894.0,27.0,33.0]",1.0
15031,"[1.0,735897.0,735914.0,17.0,81.0]",3.0
15032,"[5.0,735902.0,735932.0,30.0,37.0]",1.0
15033,"[0.0,735824.0,735850.0,26.0,100.0]",1.0
15034,"[0.0,735828.0,735829.0,1.0,202.0]",0.0
15035,"[5.0,735921.0,735946.0,25.0,50.0]",2.0
15036,"[4.0,735911.0,735916.0,5.0,82.0]",0.0
15037,"[6.0,735918.0,735931.0,13.0,60.0]",1.0
15038,"[2.0,735896.0,735901.0,5.0,1.0]",3.0
15039,"[2.0,735871.0,735901.0,30.0,40.0]",0.0
15040,"[0.0,735947.0,735948.0,1.0,176.0]",0.0
15041,"[0.0,735805.0,735829.0,24.0,42.0]",2.0
15042,"[2.0,735921.0,735929.0,8.0,31.0]",3.0
15043,"[3.0,735890.0,735891.0,1.0,30.0]",2.0
15044,"[2.0,735930.0,735957.0,27.0,181.0]",2.0
15045,"[0.0,735853.0,735885.0,32.0,23.0]",0.0
15046,"[3.0,735956.0,735975.0,19.0,27.0]",1.0
15047,"[2.0,735887.0,735901.0,14.0,64.0]",2.0
15048,"[0.0,735882.0,735906.0,24.0,0.0]",0.0
15049,"[3.0,735880.0,735912.0,32.0,36.0]",1.0
15050,"[2.0,735856.0,735887.0,31.0,42.0]",1.0
15051,"[4.0,735895.0,735923.0,28.0,88.0]",0.0
15052,"[0.0,735834.0,735836.0,2.0,245.0]",0.0
15053,"[6.0,735817.0,735819.0,2.0,18.0]",0.0
15054,"[0.0,735910.0,735913.0,3.0,71.0]",0.0
15055,"[0.0,735797.0,735829.0,32.0,47.0]",1.0
15056,"[6.0,735868.0,735889.0,21.0,70.0]",0.0
15057,"[0.0,735838.0,735871.0,33.0,51.0]",3.0
15058,"[2.0,735856.0,735866.0,10.0,25.0]",1.0
15059,"[2.0,735893.0,735901.0,8.0,22.0]",2.0
15060,"[1.0,735951.0,735956.0,5.0,8.0]",3.0
15061,"[4.0,735929.0,735930.0,1.0,164.0]",2.0
15062,"[0.0,735825.0,735857.0,32.0,224.0]",1.0
15063,"[0.0,735836.0,735857.0,21.0,1.0]",1.0
15064,"[2.0,735820.0,735852.0,32.0,34.0]",3.0
15065,"[5.0,735904.0,735925.0,21.0,3.0]",2.0
15066,"[3.0,735837.0,735842.0,5.0,97.0]",1.0
15067,"[5.0,735882.0,735883.0,1.0,166.0]",0.0
15068,"[6.0,735896.0,735910.0,14.0,48.0]",0.0
15069,"[0.0,735908.0,735913.0,5.0,42.0]",2.0
15070,"[1.0,735843.0,735844.0,1.0,8.0]",3.0
15071,"[4.0,735840.0,735860.0,20.0,134.0]",3.0
15072,"[1.0,735835.0,735851.0,16.0,80.0]",1.0
15073,"[1.0,735881.0,735886.0,5.0,50.0]",2.0
15074,"[2.0,735850.0,735859.0,9.0,322.0]",2.0
15075,"[0.0,735864.0,735892.0,28.0,21.0]",1.0
15076,"[5.0,735837.0,735841.0,4.0,74.0]",2.0
15077,"[0.0,735928.0,735962.0,34.0,114.0]",1.0
15078,"[0.0,735882.0,735899.0,17.0,29.0]",0.0
15079,"[5.0,735929.0,735946.0,17.0,251.0]",3.0
15080,"[0.0,735862.0,735892.0,30.0,9.0]",3.0
15081,"[6.0,735930.0,735952.0,22.0,78.0]",2.0
15082,"[2.0,735829.0,735845.0,16.0,40.0]",3.0
15083,"[1.0,735825.0,735851.0,26.0,0.0]",3.0
15084,"[3.0,735896.0,735919.0,23.0,3.0]",1.0
15085,"[0.0,735878.0,735906.0,28.0,51.0]",2.0
15086,"[4.0,735832.0,735853.0,21.0,246.0]",2.0
15087,"[6.0,735919.0,735931.0,12.0,9.0]",2.0
15088,"[4.0,735862.0,735888.0,26.0,20.0]",0.0
15089,"[2.0,735848.0,735859.0,11.0,66.0]",3.0
15090,"[0.0,735839.0,735850.0,11.0,20.0]",3.0
15091,"[6.0,735902.0,735931.0,29.0,54.0]",0.0
15092,"[2.0,735831.0,735852.0,21.0,8.0]",1.0
15093,"[4.0,735905.0,735923.0,18.0,67.0]",3.0
15094,"[3.0,735796.0,735814.0,18.0,78.0]",3.0
15095,"[5.0,735830.0,735848.0,18.0,90.0]",2.0
15096,"[6.0,735931.0,735959.0,28.0,12.0]",3.0
15097,"[5.0,735831.0,735862.0,31.0,28.0]",3.0
15098,"[0.0,735830.0,735843.0,13.0,100.0]",1.0
15099,"[4.0,735909.0,735923.0,14.0,24.0]",2.0
15100,"[4.0,735855.0,735867.0,12.0,82.0]",0.0
15101,"[5.0,735840.0,735862.0,22.0,18.0]",1.0
15102,"[3.0,735879.0,735891.0,12.0,35.0]",1.0
15103,"[3.0,735859.0,735863.0,4.0,3.0]",1.0
15104,"[1.0,735856.0,735872.0,16.0,59.0]",2.0
15105,"[5.0,735901.0,735932.0,31.0,50.0]",0.0
15106,"[0.0,735845.0,735850.0,5.0,64.0]",2.0
15107,"[0.0,735800.0,735801.0,1.0,76.0]",3.0
15108,"[6.0,735796.0,735812.0,16.0,63.0]",1.0
15109,"[3.0,735960.0,735968.0,8.0,27.0]",1.0
15110,"[2.0,735853.0,735887.0,34.0,23.0]",2.0
15111,"[5.0,735925.0,735953.0,28.0,78.0]",1.0
15112,"[5.0,735920.0,735953.0,33.0,105.0]",2.0
15113,"[3.0,735805.0,735814.0,9.0,11.0]",0.0
15114,"[5.0,735831.0,735841.0,10.0,51.0]",3.0
15115,"[4.0,735943.0,735965.0,22.0,185.0]",0.0
15116,"[2.0,735832.0,735866.0,34.0,51.0]",2.0
15117,"[3.0,735817.0,735821.0,4.0,82.0]",1.0
15118,"[0.0,735913.0,735927.0,14.0,15.0]",0.0
15119,"[4.0,735913.0,735937.0,24.0,26.0]",1.0
15120,"[4.0,735890.0,735923.0,33.0,99.0]",2.0
15121,"[5.0,735893.0,735918.0,25.0,0.0]",3.0
15122,"[3.0,735890.0,735912.0,22.0,0.0]",3.0
15123,"[4.0,735904.0,735909.0,5.0,31.0]",0.0
15124,"[5.0,735846.0,735848.0,2.0,253.0]",1.0
15125,"[6.0,735913.0,735917.0,4.0,5.0]",2.0
15126,"[6.0,735796.0,735805.0,9.0,84.0]",0.0
15127,"[3.0,735848.0,735870.0,22.0,110.0]",1.0
15128,"[1.0,735831.0,735851.0,20.0,42.0]",0.0
15129,"[2.0,735889.0,735908.0,19.0,94.0]",2.0
15130,"[2.0,735921.0,735922.0,1.0,39.0]",2.0
15131,"[3.0,735858.0,735884.0,26.0,27.0]",3.0
15132,"[1.0,735920.0,735928.0,8.0,34.0]",0.0
15133,"[2.0,735886.0,735894.0,8.0,252.0]",1.0
15134,"[6.0,735914.0,735917.0,3.0,22.0]",2.0
15135,"[6.0,735830.0,735840.0,10.0,72.0]",3.0
15136,"[4.0,735854.0,735860.0,6.0,214.0]",0.0
15137,"[4.0,735808.0,735811.0,3.0,13.0]",0.0
15138,"[3.0,735878.0,735912.0,34.0,5.0]",3.0
15139,"[1.0,735901.0,735914.0,13.0,3.0]",1.0
15140,"[4.0,735922.0,735923.0,1.0,185.0]",0.0
15141,"[3.0,735885.0,735898.0,13.0,34.0]",1.0
15142,"[5.0,735922.0,735953.0,31.0,1.0]",0.0
15143,"[2.0,735823.0,735845.0,22.0,57.0]",1.0
15144,"[4.0,735897.0,735902.0,5.0,32.0]",1.0
15145,"[1.0,735890.0,735907.0,17.0,32.0]",1.0
15146,"[6.0,735907.0,735917.0,10.0,56.0]",3.0
15147,"[2.0,735947.0,735964.0,17.0,203.0]",0.0
15148,"[0.0,735944.0,735948.0,4.0,15.0]",3.0
15149,"[0.0,735860.0,735871.0,11.0,41.0]",2.0
15150,"[0.0,735831.0,735836.0,5.0,33.0]",2.0
15151,"[0.0,735840.0,735857.0,17.0,41.0]",1.0
15152,"[3.0,735802.0,735821.0,19.0,59.0]",1.0
15153,"[1.0,735809.0,735830.0,21.0,100.0]",3.0
15154,"[0.0,735958.0,735990.0,32.0,39.0]",1.0
15155,"[3.0,735827.0,735828.0,1.0,357.0]",2.0
15156,"[3.0,735925.0,735926.0,1.0,31.0]",0.0
15157,"[0.0,735960.0,735990.0,30.0,57.0]",1.0
15158,"[3.0,735834.0,735842.0,8.0,2.0]",1.0
15159,"[4.0,735900.0,735909.0,9.0,15.0]",1.0
15160,"[2.0,735961.0,735992.0,31.0,72.0]",2.0
15161,"[6.0,735897.0,735931.0,34.0,9.0]",1.0
15162,"[2.0,735832.0,735852.0,20.0,43.0]",1.0
15163,"[0.0,735914.0,735934.0,20.0,76.0]",0.0
15164,"[6.0,735838.0,735840.0,2.0,106.0]",0.0
15165,"[3.0,735848.0,735877.0,29.0,4.0]",1.0
15166,"[3.0,735945.0,735954.0,9.0,269.0]",0.0
15167,"[0.0,735964.0,735990.0,26.0,29.0]",3.0
15168,"[1.0,735850.0,735872.0,22.0,58.0]",1.0
15169,"[0.0,735952.0,735962.0,10.0,25.0]",2.0
15170,"[1.0,735943.0,735970.0,27.0,13.0]",0.0
15171,"[3.0,735893.0,735926.0,33.0,4.0]",0.0
15172,"[0.0,735873.0,735885.0,12.0,0.0]",0.0
15173,"[2.0,735830.0,735831.0,1.0,129.0]",0.0
15174,"[6.0,735814.0,735819.0,5.0,70.0]",2.0
15175,"[0.0,735860.0,735864.0,4.0,403.0]",0.0
15176,"[6.0,735806.0,735812.0,6.0,308.0]",0.0
15177,"[6.0,735835.0,735847.0,12.0,225.0]",1.0
15178,"[3.0,735859.0,735877.0,18.0,26.0]",2.0
15179,"[0.0,735925.0,735941.0,16.0,36.0]",3.0
15180,"[2.0,735899.0,735901.0,2.0,4.0]",2.0
15181,"[5.0,735911.0,735918.0,7.0,70.0]",2.0
15182,"[3.0,735886.0,735919.0,33.0,6.0]",3.0
15183,"[0.0,735906.0,735934.0,28.0,35.0]",1.0
15184,"[4.0,735889.0,735923.0,34.0,6.0]",2.0
15185,"[4.0,735862.0,735895.0,33.0,23.0]",2.0
15186,"[4.0,735889.0,735909.0,20.0,21.0]",1.0
15187,"[2.0,735868.0,735894.0,26.0,3.0]",1.0
15188,"[5.0,735796.0,735827.0,31.0,41.0]",3.0
15189,"[2.0,735922.0,735943.0,21.0,49.0]",1.0
15190,"[1.0,735860.0,735879.0,19.0,67.0]",2.0
15191,"[0.0,735958.0,735962.0,4.0,32.0]",2.0
15192,"[5.0,735950.0,735960.0,10.0,20.0]",3.0
15193,"[6.0,735842.0,735854.0,12.0,10.0]",0.0
15194,"[3.0,735903.0,735926.0,23.0,9.0]",1.0
15195,"[0.0,735889.0,735913.0,24.0,21.0]",0.0
15196,"[2.0,735886.0,735887.0,1.0,21.0]",2.0
15197,"[6.0,735836.0,735854.0,18.0,117.0]",1.0
15198,"[3.0,735931.0,735961.0,30.0,42.0]",3.0
15199,"[6.0,735958.0,735980.0,22.0,0.0]",3.0
15200,"[0.0,735808.0,735822.0,14.0,21.0]",3.0
15201,"[2.0,735850.0,735852.0,2.0,0.0]",0.0
15202,"[0.0,735882.0,735885.0,3.0,12.0]",3.0
15203,"[3.0,735924.0,735947.0,23.0,21.0]",0.0
15204,"[0.0,735871.0,735885.0,14.0,46.0]",1.0
15205,"[2.0,735851.0,735866.0,15.0,49.0]",1.0
15206,"[1.0,735889.0,735921.0,32.0,24.0]",2.0
15207,"[4.0,735846.0,735860.0,14.0,11.0]",1.0
15208,"[4.0,735878.0,735909.0,31.0,15.0]",1.0
15209,"[6.0,735902.0,735910.0,8.0,44.0]",0.0
15210,"[5.0,735925.0,735953.0,28.0,48.0]",1.0
15211,"[5.0,735930.0,735953.0,23.0,19.0]",1.0
15212,"[2.0,735809.0,735831.0,22.0,31.0]",2.0
15213,"[0.0,735807.0,735808.0,1.0,18.0]",1.0
15214,"[0.0,735849.0,735857.0,8.0,38.0]",1.0
15215,"[6.0,735802.0,735819.0,17.0,19.0]",0.0
15216,"[0.0,735854.0,735885.0,31.0,40.0]",3.0
15217,"[1.0,735903.0,735914.0,11.0,38.0]",3.0
15218,"[0.0,735805.0,735815.0,10.0,9.0]",2.0
15219,"[5.0,735834.0,735862.0,28.0,28.0]",3.0
15220,"[0.0,735903.0,735913.0,10.0,9.0]",3.0
15221,"[3.0,735876.0,735905.0,29.0,25.0]",2.0
15222,"[1.0,735833.0,735865.0,32.0,47.0]",2.0
15223,"[5.0,735909.0,735925.0,16.0,31.0]",1.0
15224,"[0.0,735948.0,735962.0,14.0,12.0]",2.0
15225,"[2.0,735895.0,735915.0,20.0,141.0]",2.0
15226,"[0.0,735798.0,735808.0,10.0,74.0]",2.0
15227,"[1.0,735906.0,735935.0,29.0,61.0]",0.0
15228,"[1.0,735809.0,735816.0,7.0,9.0]",2.0
15229,"[1.0,735826.0,735851.0,25.0,62.0]",2.0
15230,"[2.0,735842.0,735859.0,17.0,60.0]",2.0
15231,"[1.0,735809.0,735823.0,14.0,13.0]",1.0
15232,"[6.0,735963.0,735980.0,17.0,51.0]",3.0
15233,"[0.0,735865.0,735871.0,6.0,90.0]",1.0
15234,"[6.0,735864.0,735882.0,18.0,128.0]",1.0
15235,"[6.0,735821.0,735840.0,19.0,234.0]",1.0
15236,"[1.0,735945.0,735949.0,4.0,68.0]",2.0
15237,"[0.0,735841.0,735864.0,23.0,106.0]",3.0
15238,"[2.0,735832.0,735845.0,13.0,57.0]",1.0
15239,"[3.0,735883.0,735891.0,8.0,0.0]",3.0
15240,"[0.0,735813.0,735822.0,9.0,53.0]",3.0
15241,"[5.0,735870.0,735883.0,13.0,53.0]",3.0
15242,"[0.0,735888.0,735920.0,32.0,231.0]",3.0
15243,"[0.0,735959.0,735962.0,3.0,32.0]",2.0
15244,"[5.0,735871.0,735904.0,33.0,3.0]",2.0
15245,"[2.0,735906.0,735908.0,2.0,191.0]",2.0
15246,"[4.0,735812.0,735832.0,20.0,63.0]",2.0
15247,"[0.0,735803.0,735822.0,19.0,27.0]",3.0
15248,"[3.0,735861.0,735877.0,16.0,35.0]",0.0
15249,"[1.0,735798.0,735809.0,11.0,84.0]",0.0
15250,"[3.0,735959.0,735975.0,16.0,37.0]",2.0
15251,"[4.0,735879.0,735895.0,16.0,4.0]",2.0
15252,"[1.0,735870.0,735900.0,30.0,0.0]",1.0
15253,"[1.0,735872.0,735879.0,7.0,24.0]",1.0
15254,"[0.0,735887.0,735920.0,33.0,13.0]",2.0
15255,"[0.0,735889.0,735920.0,31.0,20.0]",3.0
15256,"[2.0,735942.0,735950.0,8.0,1.0]",3.0
15257,"[5.0,735952.0,735953.0,1.0,31.0]",1.0
15258,"[4.0,735873.0,735902.0,29.0,25.0]",1.0
15259,"[1.0,735892.0,735921.0,29.0,110.0]",3.0
15260,"[0.0,735890.0,735906.0,16.0,84.0]",3.0
15261,"[4.0,735910.0,735916.0,6.0,20.0]",1.0
15262,"[0.0,735883.0,735892.0,9.0,9.0]",0.0
15263,"[5.0,735806.0,735813.0,7.0,113.0]",2.0
15264,"[1.0,735822.0,735837.0,15.0,389.0]",2.0
15265,"[4.0,735948.0,735979.0,31.0,68.0]",2.0
15266,"[2.0,735854.0,735880.0,26.0,111.0]",1.0
15267,"[4.0,735797.0,735818.0,21.0,44.0]",2.0
15268,"[0.0,735953.0,735955.0,2.0,213.0]",1.0
15269,"[1.0,735797.0,735816.0,19.0,84.0]",1.0
15270,"[2.0,735949.0,735957.0,8.0,69.0]",3.0
15271,"[4.0,735847.0,735881.0,34.0,24.0]",1.0
15272,"[0.0,735861.0,735892.0,31.0,48.0]",0.0
15273,"[2.0,735893.0,735908.0,15.0,28.0]",1.0
15274,"[5.0,735882.0,735883.0,1.0,21.0]",3.0
15275,"[2.0,735819.0,735852.0,33.0,25.0]",2.0
15276,"[6.0,735914.0,735938.0,24.0,445.0]",2.0
15277,"[2.0,735909.0,735929.0,20.0,58.0]",3.0
15278,"[2.0,735805.0,735817.0,12.0,33.0]",1.0
15279,"[1.0,735964.0,735998.0,34.0,14.0]",2.0
15280,"[5.0,735943.0,735946.0,3.0,183.0]",2.0
15281,"[2.0,735905.0,735908.0,3.0,43.0]",2.0
15282,"[3.0,735953.0,735975.0,22.0,33.0]",2.0
15283,"[0.0,735890.0,735913.0,23.0,3.0]",0.0
15284,"[0.0,735887.0,735899.0,12.0,96.0]",3.0
15285,"[4.0,735953.0,735958.0,5.0,52.0]",3.0
15286,"[1.0,735881.0,735914.0,33.0,54.0]",0.0
15287,"[0.0,735914.0,735934.0,20.0,120.0]",1.0
15288,"[5.0,735801.0,735834.0,33.0,131.0]",3.0
15289,"[4.0,735842.0,735853.0,11.0,232.0]",2.0
15290,"[5.0,735896.0,735918.0,22.0,21.0]",1.0
15291,"[4.0,735912.0,735916.0,4.0,82.0]",0.0
15292,"[0.0,735866.0,735892.0,26.0,34.0]",2.0
15293,"[5.0,735892.0,735897.0,5.0,29.0]",0.0
15294,"[6.0,735816.0,735819.0,3.0,84.0]",0.0
15295,"[5.0,735840.0,735848.0,8.0,12.0]",3.0
15296,"[2.0,735930.0,735943.0,13.0,279.0]",1.0
15297,"[1.0,735894.0,735900.0,6.0,90.0]",1.0
15298,"[3.0,735881.0,735884.0,3.0,20.0]",0.0
15299,"[2.0,735946.0,735978.0,32.0,26.0]",1.0
15300,"[3.0,735923.0,735954.0,31.0,8.0]",3.0
15301,"[5.0,735900.0,735932.0,32.0,23.0]",0.0
15302,"[6.0,735833.0,735861.0,28.0,58.0]",3.0
15303,"[0.0,735925.0,735927.0,2.0,155.0]",0.0
15304,"[4.0,735856.0,735881.0,25.0,3.0]",2.0
15305,"[2.0,735807.0,735817.0,10.0,38.0]",0.0
15306,"[2.0,735925.0,735943.0,18.0,80.0]",2.0
15307,"[4.0,735923.0,735951.0,28.0,123.0]",0.0
15308,"[2.0,735800.0,735803.0,3.0,97.0]",0.0
15309,"[3.0,735860.0,735884.0,24.0,55.0]",1.0
15310,"[5.0,735943.0,735960.0,17.0,51.0]",0.0
15311,"[4.0,735951.0,735965.0,14.0,179.0]",2.0
15312,"[2.0,735867.0,735894.0,27.0,26.0]",2.0
15313,"[2.0,735799.0,735824.0,25.0,118.0]",2.0
15314,"[2.0,735908.0,735936.0,28.0,108.0]",1.0
15315,"[1.0,735930.0,735942.0,12.0,91.0]",1.0
15316,"[2.0,735884.0,735915.0,31.0,59.0]",1.0
15317,"[5.0,735928.0,735932.0,4.0,57.0]",3.0
15318,"[2.0,735831.0,735838.0,7.0,135.0]",3.0
15319,"[2.0,735824.0,735845.0,21.0,182.0]",3.0
15320,"[3.0,735916.0,735940.0,24.0,4.0]",2.0
15321,"[5.0,735855.0,735869.0,14.0,75.0]",3.0
15322,"[0.0,735826.0,735829.0,3.0,11.0]",3.0
15323,"[2.0,735868.0,735880.0,12.0,370.0]",0.0
15324,"[1.0,735800.0,735802.0,2.0,128.0]",2.0
15325,"[0.0,735853.0,735885.0,32.0,40.0]",3.0
15326,"[0.0,735908.0,735941.0,33.0,25.0]",2.0
15327,"[5.0,735923.0,735953.0,30.0,46.0]",1.0
15328,"[2.0,735887.0,735901.0,14.0,37.0]",2.0
15329,"[2.0,735836.0,735845.0,9.0,302.0]",1.0
15330,"[1.0,735899.0,735928.0,29.0,2.0]",3.0
15331,"[0.0,735960.0,735976.0,16.0,25.0]",2.0
15332,"[4.0,735925.0,735930.0,5.0,308.0]",0.0
15333,"[0.0,735906.0,735927.0,21.0,22.0]",2.0
15334,"[0.0,735922.0,735955.0,33.0,92.0]",3.0
15335,"[0.0,735850.0,735878.0,28.0,73.0]",1.0
15336,"[1.0,735961.0,735963.0,2.0,0.0]",2.0
15337,"[0.0,735921.0,735948.0,27.0,68.0]",3.0
15338,"[3.0,735860.0,735863.0,3.0,79.0]",1.0
15339,"[3.0,735923.0,735933.0,10.0,280.0]",0.0
15340,"[0.0,735946.0,735955.0,9.0,175.0]",1.0
15341,"[1.0,735874.0,735900.0,26.0,35.0]",0.0
15342,"[0.0,735868.0,735892.0,24.0,65.0]",0.0
15343,"[4.0,735929.0,735930.0,1.0,129.0]",0.0
15344,"[0.0,735857.0,735878.0,21.0,41.0]",0.0
15345,"[4.0,735913.0,735937.0,24.0,168.0]",3.0
15346,"[6.0,735902.0,735903.0,1.0,176.0]",0.0
15347,"[0.0,735818.0,735822.0,4.0,208.0]",1.0
15348,"[4.0,735809.0,735832.0,23.0,40.0]",0.0
15349,"[1.0,735881.0,735886.0,5.0,9.0]",2.0
15350,"[2.0,735875.0,735901.0,26.0,62.0]",1.0
