,features,label
58652,"[1.0,735901.0,735935.0,34.0,13.0]",0.0
58653,"[2.0,735853.0,735880.0,27.0,24.0]",2.0
58654,"[4.0,735949.0,735951.0,2.0,213.0]",0.0
58655,"[3.0,735830.0,735842.0,12.0,38.0]",1.0
58656,"[2.0,735931.0,735943.0,12.0,20.0]",2.0
58657,"[2.0,735851.0,735859.0,8.0,33.0]",1.0
58658,"[2.0,735963.0,735964.0,1.0,160.0]",1.0
58659,"[4.0,735888.0,735895.0,7.0,17.0]",1.0
58660,"[0.0,735918.0,735927.0,9.0,24.0]",1.0
58661,"[6.0,735879.0,735896.0,17.0,148.0]",1.0
58662,"[3.0,735800.0,735821.0,21.0,126.0]",3.0
58663,"[0.0,735819.0,735829.0,10.0,56.0]",0.0
58664,"[2.0,735961.0,735964.0,3.0,318.0]",2.0
58665,"[1.0,735895.0,735928.0,33.0,46.0]",1.0
58666,"[0.0,735830.0,735864.0,34.0,136.0]",2.0
58667,"[3.0,735897.0,735905.0,8.0,17.0]",2.0
58668,"[0.0,735928.0,735934.0,6.0,43.0]",0.0
58669,"[3.0,735812.0,735835.0,23.0,13.0]",3.0
58670,"[2.0,735865.0,735866.0,1.0,198.0]",0.0
58671,"[3.0,735858.0,735877.0,19.0,33.0]",3.0
58672,"[6.0,735916.0,735931.0,15.0,14.0]",1.0
58673,"[6.0,735800.0,735826.0,26.0,1.0]",3.0
58674,"[0.0,735870.0,735899.0,29.0,14.0]",1.0
58675,"[5.0,735930.0,735939.0,9.0,47.0]",0.0
58676,"[2.0,735858.0,735859.0,1.0,247.0]",0.0
58677,"[3.0,735931.0,735933.0,2.0,93.0]",2.0
58678,"[1.0,735911.0,735928.0,17.0,16.0]",2.0
58679,"[5.0,735884.0,735911.0,27.0,5.0]",3.0
58680,"[4.0,735898.0,735909.0,11.0,23.0]",1.0
58681,"[4.0,735848.0,735867.0,19.0,52.0]",0.0
58682,"[5.0,735910.0,735918.0,8.0,7.0]",2.0
58683,"[2.0,735846.0,735873.0,27.0,55.0]",2.0
58684,"[5.0,735906.0,735939.0,33.0,0.0]",3.0
58685,"[3.0,735853.0,735863.0,10.0,27.0]",3.0
58686,"[4.0,735877.0,735895.0,18.0,177.0]",1.0
58687,"[5.0,735850.0,735876.0,26.0,13.0]",2.0
58688,"[1.0,735805.0,735823.0,18.0,28.0]",3.0
58689,"[3.0,735958.0,735961.0,3.0,29.0]",1.0
58690,"[2.0,735825.0,735845.0,20.0,111.0]",1.0
58691,"[0.0,735931.0,735941.0,10.0,38.0]",2.0
58692,"[5.0,735814.0,735820.0,6.0,16.0]",1.0
58693,"[6.0,735870.0,735896.0,26.0,37.0]",0.0
58694,"[1.0,735872.0,735900.0,28.0,7.0]",0.0
58695,"[6.0,735823.0,735847.0,24.0,80.0]",1.0
58696,"[0.0,735803.0,735815.0,12.0,41.0]",3.0
58697,"[1.0,735897.0,735921.0,24.0,110.0]",3.0
58698,"[2.0,735796.0,735824.0,28.0,119.0]",2.0
58699,"[0.0,735877.0,735885.0,8.0,9.0]",2.0
58700,"[3.0,735875.0,735905.0,30.0,319.0]",3.0
58701,"[5.0,735839.0,735841.0,2.0,32.0]",2.0
58702,"[0.0,735957.0,735969.0,12.0,36.0]",0.0
58703,"[1.0,735956.0,735963.0,7.0,79.0]",2.0
58704,"[3.0,735891.0,735905.0,14.0,23.0]",1.0
58705,"[3.0,735945.0,735961.0,16.0,36.0]",0.0
58706,"[5.0,735924.0,735925.0,1.0,295.0]",0.0
58707,"[1.0,735872.0,735893.0,21.0,65.0]",3.0
58708,"[4.0,735907.0,735937.0,30.0,17.0]",2.0
58709,"[3.0,735833.0,735835.0,2.0,37.0]",2.0
58710,"[0.0,735911.0,735913.0,2.0,17.0]",1.0
58711,"[2.0,735852.0,735866.0,14.0,158.0]",3.0
58712,"[0.0,735803.0,735829.0,26.0,18.0]",2.0
58713,"[3.0,735857.0,735877.0,20.0,30.0]",3.0
58714,"[4.0,735838.0,735846.0,8.0,6.0]",0.0
58715,"[1.0,735921.0,735942.0,21.0,123.0]",2.0
58716,"[1.0,735829.0,735830.0,1.0,160.0]",0.0
58717,"[1.0,735903.0,735907.0,4.0,40.0]",2.0
58718,"[2.0,735887.0,735894.0,7.0,260.0]",2.0
58719,"[5.0,735845.0,735862.0,17.0,28.0]",1.0
58720,"[3.0,735871.0,735905.0,34.0,26.0]",1.0
58721,"[1.0,735943.0,735977.0,34.0,117.0]",1.0
58722,"[3.0,735808.0,735842.0,34.0,46.0]",2.0
58723,"[0.0,735834.0,735850.0,16.0,76.0]",3.0
58724,"[4.0,735942.0,735951.0,9.0,21.0]",2.0
58725,"[2.0,735901.0,735922.0,21.0,14.0]",1.0
58726,"[3.0,735813.0,735814.0,1.0,32.0]",1.0
58727,"[4.0,735861.0,735874.0,13.0,82.0]",0.0
58728,"[4.0,735843.0,735860.0,17.0,124.0]",2.0
58729,"[0.0,735806.0,735815.0,9.0,13.0]",1.0
58730,"[0.0,735914.0,735941.0,27.0,21.0]",2.0
58731,"[0.0,735802.0,735815.0,13.0,41.0]",3.0
58732,"[6.0,735831.0,735847.0,16.0,43.0]",2.0
58733,"[5.0,735849.0,735883.0,34.0,6.0]",3.0
58734,"[0.0,735866.0,735885.0,19.0,7.0]",2.0
58735,"[1.0,735958.0,735991.0,33.0,2.0]",3.0
58736,"[2.0,735942.0,735957.0,15.0,51.0]",3.0
58737,"[3.0,735867.0,735870.0,3.0,7.0]",2.0
58738,"[1.0,735922.0,735956.0,34.0,12.0]",0.0
58739,"[0.0,735873.0,735899.0,26.0,71.0]",0.0
58740,"[5.0,735891.0,735904.0,13.0,59.0]",2.0
58741,"[0.0,735833.0,735843.0,10.0,31.0]",1.0
58742,"[1.0,735856.0,735879.0,23.0,78.0]",2.0
58743,"[6.0,735861.0,735882.0,21.0,11.0]",0.0
58744,"[5.0,735903.0,735932.0,29.0,29.0]",0.0
58745,"[3.0,735893.0,735912.0,19.0,20.0]",2.0
58746,"[3.0,735882.0,735898.0,16.0,15.0]",2.0
58747,"[4.0,735945.0,735951.0,6.0,33.0]",1.0
58748,"[1.0,735898.0,735900.0,2.0,15.0]",3.0
58749,"[3.0,735816.0,735828.0,12.0,77.0]",1.0
58750,"[3.0,735910.0,735912.0,2.0,126.0]",1.0
58751,"[6.0,735843.0,735875.0,32.0,10.0]",0.0
58752,"[4.0,735948.0,735958.0,10.0,13.0]",2.0
58753,"[1.0,735850.0,735851.0,1.0,0.0]",1.0
58754,"[4.0,735952.0,735979.0,27.0,68.0]",2.0
58755,"[2.0,735879.0,735901.0,22.0,226.0]",1.0
58756,"[0.0,735902.0,735927.0,25.0,69.0]",2.0
58757,"[5.0,735951.0,735974.0,23.0,70.0]",0.0
58758,"[2.0,735807.0,735810.0,3.0,51.0]",0.0
58759,"[1.0,735838.0,735858.0,20.0,51.0]",3.0
58760,"[6.0,735904.0,735931.0,27.0,53.0]",0.0
58761,"[2.0,735895.0,735929.0,34.0,15.0]",0.0
58762,"[6.0,735901.0,735931.0,30.0,29.0]",1.0
58763,"[1.0,735898.0,735900.0,2.0,73.0]",2.0
58764,"[4.0,735854.0,735860.0,6.0,283.0]",1.0
58765,"[2.0,735882.0,735915.0,33.0,1.0]",1.0
58766,"[5.0,735854.0,735855.0,1.0,245.0]",2.0
58767,"[0.0,735893.0,735927.0,34.0,2.0]",2.0
58768,"[1.0,735805.0,735816.0,11.0,73.0]",3.0
58769,"[0.0,735899.0,735913.0,14.0,26.0]",1.0
58770,"[0.0,735923.0,735955.0,32.0,68.0]",1.0
58771,"[1.0,735845.0,735879.0,34.0,55.0]",1.0
58772,"[2.0,735962.0,735985.0,23.0,25.0]",1.0
58773,"[6.0,735888.0,735910.0,22.0,4.0]",3.0
58774,"[6.0,735858.0,735868.0,10.0,117.0]",0.0
58775,"[3.0,735804.0,735828.0,24.0,5.0]",1.0
58776,"[1.0,735876.0,735900.0,24.0,30.0]",2.0
58777,"[0.0,735827.0,735857.0,30.0,24.0]",1.0
58778,"[1.0,735834.0,735851.0,17.0,41.0]",1.0
58779,"[0.0,735874.0,735892.0,18.0,25.0]",2.0
58780,"[2.0,735806.0,735810.0,4.0,22.0]",1.0
58781,"[6.0,735836.0,735847.0,11.0,41.0]",2.0
58782,"[0.0,735921.0,735955.0,34.0,164.0]",2.0
58783,"[4.0,735896.0,735923.0,27.0,14.0]",1.0
58784,"[0.0,735798.0,735822.0,24.0,27.0]",3.0
58785,"[0.0,735800.0,735829.0,29.0,4.0]",1.0
58786,"[1.0,735881.0,735893.0,12.0,0.0]",1.0
58787,"[6.0,735922.0,735924.0,2.0,9.0]",2.0
58788,"[2.0,735917.0,735929.0,12.0,14.0]",1.0
58789,"[4.0,735809.0,735825.0,16.0,10.0]",3.0
58790,"[2.0,735898.0,735929.0,31.0,1.0]",2.0
58791,"[2.0,735798.0,735831.0,33.0,28.0]",0.0
58792,"[1.0,735851.0,735872.0,21.0,0.0]",3.0
58793,"[0.0,735798.0,735829.0,31.0,56.0]",0.0
58794,"[3.0,735902.0,735926.0,24.0,92.0]",2.0
58795,"[0.0,735812.0,735843.0,31.0,10.0]",2.0
58796,"[0.0,735888.0,735892.0,4.0,49.0]",3.0
58797,"[5.0,735914.0,735939.0,25.0,34.0]",1.0
58798,"[4.0,735842.0,735860.0,18.0,19.0]",0.0
58799,"[1.0,735919.0,735928.0,9.0,62.0]",1.0
58800,"[1.0,735916.0,735921.0,5.0,49.0]",1.0
58801,"[0.0,735924.0,735955.0,31.0,57.0]",2.0
58802,"[3.0,735859.0,735884.0,25.0,3.0]",1.0
58803,"[1.0,735818.0,735844.0,26.0,91.0]",3.0
58804,"[1.0,735815.0,735837.0,22.0,10.0]",3.0
58805,"[4.0,735861.0,735881.0,20.0,26.0]",1.0
58806,"[3.0,735907.0,735912.0,5.0,108.0]",1.0
58807,"[0.0,735928.0,735955.0,27.0,105.0]",2.0
58808,"[3.0,735909.0,735940.0,31.0,27.0]",3.0
58809,"[3.0,735955.0,735982.0,27.0,25.0]",2.0
58810,"[3.0,735826.0,735835.0,9.0,3.0]",2.0
58811,"[3.0,735815.0,735821.0,6.0,10.0]",0.0
58812,"[6.0,735884.0,735896.0,12.0,35.0]",0.0
58813,"[3.0,735840.0,735842.0,2.0,3.0]",1.0
58814,"[3.0,735898.0,735926.0,28.0,102.0]",2.0
58815,"[1.0,735835.0,735865.0,30.0,7.0]",1.0
58816,"[2.0,735854.0,735887.0,33.0,27.0]",0.0
58817,"[1.0,735889.0,735900.0,11.0,6.0]",2.0
58818,"[4.0,735829.0,735846.0,17.0,15.0]",2.0
58819,"[2.0,735883.0,735901.0,18.0,156.0]",1.0
58820,"[0.0,735880.0,735892.0,12.0,165.0]",1.0
58821,"[5.0,735911.0,735932.0,21.0,1.0]",0.0
58822,"[5.0,735891.0,735911.0,20.0,24.0]",2.0
58823,"[2.0,735882.0,735887.0,5.0,126.0]",0.0
58824,"[0.0,735812.0,735829.0,17.0,75.0]",0.0
58825,"[5.0,735796.0,735820.0,24.0,48.0]",0.0
58826,"[3.0,735881.0,735898.0,17.0,2.0]",2.0
58827,"[3.0,735851.0,735856.0,5.0,83.0]",1.0
58828,"[5.0,735828.0,735834.0,6.0,43.0]",3.0
58829,"[6.0,735835.0,735861.0,26.0,60.0]",1.0
58830,"[2.0,735817.0,735831.0,14.0,40.0]",0.0
58831,"[0.0,735818.0,735850.0,32.0,25.0]",2.0
58832,"[4.0,735943.0,735958.0,15.0,12.0]",3.0
58833,"[0.0,735816.0,735822.0,6.0,64.0]",2.0
58834,"[4.0,735841.0,735874.0,33.0,67.0]",2.0
58835,"[6.0,735847.0,735861.0,14.0,1.0]",0.0
58836,"[2.0,735889.0,735922.0,33.0,20.0]",0.0
58837,"[0.0,735879.0,735899.0,20.0,35.0]",0.0
58838,"[3.0,735960.0,735975.0,15.0,7.0]",1.0
58839,"[0.0,735907.0,735927.0,20.0,15.0]",0.0
58840,"[5.0,735824.0,735855.0,31.0,146.0]",3.0
58841,"[0.0,735807.0,735822.0,15.0,62.0]",2.0
58842,"[4.0,735858.0,735888.0,30.0,14.0]",0.0
58843,"[2.0,735800.0,735824.0,24.0,49.0]",0.0
58844,"[1.0,735955.0,735963.0,8.0,61.0]",0.0
58845,"[1.0,735894.0,735900.0,6.0,5.0]",0.0
58846,"[0.0,735881.0,735899.0,18.0,104.0]",2.0
58847,"[1.0,735843.0,735844.0,1.0,18.0]",3.0
58848,"[0.0,735841.0,735850.0,9.0,58.0]",1.0
58849,"[4.0,735945.0,735965.0,20.0,47.0]",1.0
58850,"[2.0,735944.0,735950.0,6.0,83.0]",0.0
58851,"[2.0,735963.0,735978.0,15.0,36.0]",1.0
58852,"[0.0,735861.0,735871.0,10.0,3.0]",2.0
58853,"[5.0,735874.0,735897.0,23.0,13.0]",3.0
58854,"[5.0,735833.0,735834.0,1.0,28.0]",2.0
58855,"[3.0,735871.0,735877.0,6.0,29.0]",1.0
58856,"[5.0,735943.0,735960.0,17.0,106.0]",3.0
58857,"[3.0,735823.0,735842.0,19.0,57.0]",2.0
58858,"[6.0,735876.0,735882.0,6.0,10.0]",3.0
58859,"[4.0,735898.0,735902.0,4.0,116.0]",2.0
58860,"[4.0,735904.0,735923.0,19.0,32.0]",1.0
58861,"[0.0,735824.0,735850.0,26.0,34.0]",0.0
58862,"[6.0,735823.0,735847.0,24.0,33.0]",0.0
58863,"[6.0,735832.0,735861.0,29.0,57.0]",2.0
58864,"[5.0,735908.0,735932.0,24.0,34.0]",3.0
58865,"[1.0,735865.0,735893.0,28.0,239.0]",3.0
58866,"[5.0,735954.0,735974.0,20.0,14.0]",3.0
58867,"[1.0,735924.0,735942.0,18.0,61.0]",3.0
58868,"[1.0,735870.0,735872.0,2.0,74.0]",2.0
58869,"[0.0,735959.0,735962.0,3.0,357.0]",1.0
58870,"[5.0,735852.0,735876.0,24.0,14.0]",3.0
58871,"[1.0,735807.0,735809.0,2.0,33.0]",1.0
58872,"[2.0,735846.0,735859.0,13.0,18.0]",2.0
58873,"[5.0,735873.0,735904.0,31.0,6.0]",3.0
58874,"[4.0,735906.0,735930.0,24.0,54.0]",0.0
58875,"[5.0,735931.0,735946.0,15.0,96.0]",3.0
58876,"[6.0,735949.0,735980.0,31.0,58.0]",1.0
58877,"[6.0,735797.0,735819.0,22.0,34.0]",1.0
58878,"[4.0,735912.0,735944.0,32.0,11.0]",1.0
58879,"[2.0,735859.0,735873.0,14.0,22.0]",2.0
58880,"[2.0,735803.0,735831.0,28.0,174.0]",1.0
58881,"[0.0,735890.0,735920.0,30.0,7.0]",2.0
58882,"[0.0,735853.0,735871.0,18.0,24.0]",1.0
58883,"[3.0,735890.0,735891.0,1.0,145.0]",1.0
58884,"[1.0,735858.0,735886.0,28.0,38.0]",0.0
58885,"[1.0,735866.0,735893.0,27.0,40.0]",1.0
58886,"[5.0,735870.0,735890.0,20.0,65.0]",2.0
58887,"[0.0,735923.0,735934.0,11.0,27.0]",0.0
58888,"[4.0,735922.0,735944.0,22.0,88.0]",0.0
58889,"[5.0,735949.0,735960.0,11.0,197.0]",2.0
58890,"[5.0,735885.0,735918.0,33.0,65.0]",2.0
58891,"[4.0,735848.0,735874.0,26.0,4.0]",2.0
58892,"[0.0,735862.0,735878.0,16.0,104.0]",1.0
58893,"[4.0,735873.0,735895.0,22.0,4.0]",1.0
58894,"[2.0,735924.0,735929.0,5.0,61.0]",1.0
58895,"[3.0,735955.0,735989.0,34.0,52.0]",1.0
58896,"[3.0,735951.0,735961.0,10.0,69.0]",3.0
58897,"[6.0,735877.0,735882.0,5.0,261.0]",2.0
58898,"[1.0,735797.0,735809.0,12.0,78.0]",1.0
58899,"[1.0,735879.0,735900.0,21.0,239.0]",2.0
58900,"[4.0,735821.0,735846.0,25.0,33.0]",1.0
58901,"[6.0,735799.0,735812.0,13.0,26.0]",0.0
58902,"[1.0,735880.0,735893.0,13.0,62.0]",1.0
58903,"[5.0,735818.0,735827.0,9.0,35.0]",3.0
58904,"[6.0,735865.0,735882.0,17.0,11.0]",0.0
58905,"[2.0,735873.0,735901.0,28.0,373.0]",0.0
58906,"[4.0,735875.0,735902.0,27.0,262.0]",1.0
58907,"[5.0,735814.0,735827.0,13.0,19.0]",2.0
58908,"[1.0,735818.0,735851.0,33.0,40.0]",2.0
58909,"[6.0,735950.0,735973.0,23.0,2.0]",3.0
58910,"[2.0,735913.0,735922.0,9.0,6.0]",3.0
58911,"[2.0,735861.0,735873.0,12.0,82.0]",1.0
58912,"[6.0,735873.0,735875.0,2.0,255.0]",1.0
58913,"[2.0,735858.0,735887.0,29.0,23.0]",2.0
58914,"[2.0,735829.0,735859.0,30.0,25.0]",1.0
58915,"[2.0,735849.0,735873.0,24.0,32.0]",0.0
58916,"[3.0,735840.0,735856.0,16.0,1.0]",2.0
58917,"[3.0,735916.0,735926.0,10.0,14.0]",2.0
58918,"[5.0,735814.0,735848.0,34.0,11.0]",0.0
58919,"[4.0,735906.0,735937.0,31.0,54.0]",0.0
58920,"[0.0,735891.0,735913.0,22.0,94.0]",1.0
58921,"[1.0,735819.0,735830.0,11.0,48.0]",2.0
58922,"[1.0,735964.0,735991.0,27.0,2.0]",2.0
58923,"[2.0,735802.0,735803.0,1.0,0.0]",0.0
58924,"[0.0,735951.0,735962.0,11.0,1.0]",1.0
58925,"[1.0,735819.0,735837.0,18.0,47.0]",2.0
58926,"[1.0,735867.0,735886.0,19.0,26.0]",3.0
58927,"[6.0,735877.0,735896.0,19.0,5.0]",1.0
58928,"[4.0,735888.0,735895.0,7.0,14.0]",0.0
58929,"[5.0,735955.0,735974.0,19.0,2.0]",3.0
58930,"[2.0,735805.0,735831.0,26.0,55.0]",1.0
58931,"[4.0,735882.0,735888.0,6.0,50.0]",2.0
58932,"[1.0,735895.0,735900.0,5.0,40.0]",1.0
58933,"[4.0,735913.0,735930.0,17.0,43.0]",2.0
58934,"[0.0,735812.0,735815.0,3.0,77.0]",2.0
58935,"[0.0,735860.0,735878.0,18.0,84.0]",1.0
58936,"[1.0,735838.0,735844.0,6.0,18.0]",1.0
58937,"[3.0,735902.0,735926.0,24.0,6.0]",0.0
58938,"[2.0,735816.0,735845.0,29.0,302.0]",2.0
58939,"[2.0,735946.0,735957.0,11.0,175.0]",0.0
58940,"[5.0,735840.0,735855.0,15.0,146.0]",3.0
58941,"[1.0,735904.0,735935.0,31.0,61.0]",0.0
58942,"[3.0,735960.0,735989.0,29.0,5.0]",0.0
58943,"[2.0,735825.0,735852.0,27.0,28.0]",3.0
58944,"[4.0,735890.0,735923.0,33.0,33.0]",1.0
58945,"[6.0,735798.0,735826.0,28.0,159.0]",3.0
58946,"[6.0,735854.0,735868.0,14.0,36.0]",3.0
58947,"[0.0,735909.0,735941.0,32.0,15.0]",3.0
58948,"[0.0,735928.0,735948.0,20.0,181.0]",1.0
58949,"[2.0,735895.0,735929.0,34.0,71.0]",3.0
58950,"[3.0,735958.0,735961.0,3.0,32.0]",3.0
58951,"[6.0,735909.0,735910.0,1.0,176.0]",0.0
58952,"[0.0,735931.0,735941.0,10.0,67.0]",3.0
58953,"[2.0,735815.0,735824.0,9.0,26.0]",2.0
58954,"[5.0,735843.0,735848.0,5.0,11.0]",3.0
58955,"[0.0,735841.0,735857.0,16.0,134.0]",1.0
58956,"[1.0,735889.0,735914.0,25.0,11.0]",3.0
58957,"[2.0,735814.0,735824.0,10.0,19.0]",1.0
58958,"[2.0,735920.0,735950.0,30.0,88.0]",1.0
58959,"[4.0,735895.0,735909.0,14.0,12.0]",1.0
58960,"[5.0,735817.0,735848.0,31.0,6.0]",2.0
58961,"[3.0,735857.0,735884.0,27.0,22.0]",1.0
58962,"[5.0,735835.0,735841.0,6.0,35.0]",1.0
58963,"[0.0,735840.0,735871.0,31.0,58.0]",0.0
58964,"[5.0,735878.0,735904.0,26.0,0.0]",3.0
58965,"[6.0,735897.0,735910.0,13.0,9.0]",0.0
58966,"[1.0,735800.0,735809.0,9.0,2.0]",3.0
58967,"[6.0,735836.0,735840.0,4.0,72.0]",3.0
58968,"[2.0,735820.0,735845.0,25.0,182.0]",3.0
58969,"[4.0,735819.0,735839.0,20.0,30.0]",2.0
58970,"[1.0,735861.0,735879.0,18.0,20.0]",3.0
58971,"[3.0,735821.0,735828.0,7.0,57.0]",2.0
58972,"[0.0,735803.0,735829.0,26.0,47.0]",2.0
58973,"[2.0,735835.0,735866.0,31.0,223.0]",1.0
58974,"[6.0,735898.0,735931.0,33.0,72.0]",3.0
58975,"[6.0,735898.0,735931.0,33.0,16.0]",0.0
58976,"[5.0,735910.0,735911.0,1.0,109.0]",3.0
58977,"[6.0,735873.0,735896.0,23.0,28.0]",0.0
58978,"[3.0,735865.0,735898.0,33.0,19.0]",2.0
58979,"[0.0,735906.0,735927.0,21.0,39.0]",1.0
58980,"[0.0,735865.0,735878.0,13.0,1.0]",2.0
58981,"[2.0,735911.0,735922.0,11.0,89.0]",0.0
58982,"[6.0,735911.0,735917.0,6.0,390.0]",3.0
58983,"[0.0,735835.0,735850.0,15.0,20.0]",3.0
58984,"[1.0,735884.0,735893.0,9.0,49.0]",1.0
58985,"[3.0,735813.0,735814.0,1.0,27.0]",3.0
58986,"[0.0,735909.0,735913.0,4.0,25.0]",2.0
58987,"[0.0,735886.0,735892.0,6.0,9.0]",3.0
58988,"[3.0,735864.0,735884.0,20.0,0.0]",3.0
58989,"[3.0,735828.0,735842.0,14.0,1.0]",2.0
58990,"[4.0,735924.0,735951.0,27.0,123.0]",0.0
58991,"[1.0,735883.0,735907.0,24.0,104.0]",1.0
58992,"[1.0,735894.0,735928.0,34.0,12.0]",2.0
58993,"[0.0,735908.0,735913.0,5.0,30.0]",3.0
58994,"[6.0,735893.0,735924.0,31.0,36.0]",2.0
58995,"[2.0,735878.0,735887.0,9.0,23.0]",1.0
58996,"[2.0,735886.0,735894.0,8.0,25.0]",1.0
58997,"[5.0,735892.0,735925.0,33.0,11.0]",1.0
58998,"[0.0,735808.0,735815.0,7.0,17.0]",2.0
58999,"[4.0,735884.0,735902.0,18.0,3.0]",1.0
59000,"[0.0,735819.0,735850.0,31.0,146.0]",3.0
59001,"[2.0,735870.0,735901.0,31.0,89.0]",0.0
59002,"[6.0,735946.0,735959.0,13.0,99.0]",2.0
59003,"[1.0,735914.0,735921.0,7.0,5.0]",0.0
59004,"[0.0,735814.0,735843.0,29.0,35.0]",3.0
59005,"[2.0,735959.0,735964.0,5.0,196.0]",0.0
59006,"[3.0,735883.0,735884.0,1.0,162.0]",1.0
59007,"[3.0,735890.0,735912.0,22.0,120.0]",2.0
59008,"[0.0,735827.0,735829.0,2.0,31.0]",2.0
59009,"[5.0,735950.0,735960.0,10.0,42.0]",3.0
59010,"[0.0,735807.0,735836.0,29.0,25.0]",2.0
59011,"[0.0,735848.0,735878.0,30.0,26.0]",0.0
59012,"[0.0,735873.0,735899.0,26.0,104.0]",1.0
59013,"[6.0,735956.0,735987.0,31.0,38.0]",1.0
59014,"[2.0,735892.0,735922.0,30.0,49.0]",1.0
59015,"[0.0,735959.0,735983.0,24.0,27.0]",0.0
59016,"[5.0,735930.0,735960.0,30.0,23.0]",0.0
59017,"[3.0,735906.0,735912.0,6.0,0.0]",3.0
59018,"[0.0,735949.0,735962.0,13.0,122.0]",2.0
59019,"[4.0,735947.0,735958.0,11.0,73.0]",1.0
59020,"[0.0,735904.0,735927.0,23.0,6.0]",3.0
59021,"[0.0,735949.0,735955.0,6.0,64.0]",2.0
59022,"[1.0,735808.0,735816.0,8.0,40.0]",2.0
59023,"[3.0,735839.0,735856.0,17.0,67.0]",1.0
59024,"[4.0,735921.0,735923.0,2.0,69.0]",3.0
59025,"[1.0,735953.0,735956.0,3.0,73.0]",2.0
59026,"[1.0,735912.0,735942.0,30.0,11.0]",3.0
59027,"[5.0,735820.0,735841.0,21.0,24.0]",2.0
59028,"[0.0,735880.0,735906.0,26.0,64.0]",0.0
59029,"[3.0,735851.0,735870.0,19.0,252.0]",1.0
59030,"[2.0,735925.0,735936.0,11.0,64.0]",1.0
59031,"[1.0,735946.0,735977.0,31.0,52.0]",0.0
59032,"[6.0,735875.0,735882.0,7.0,29.0]",1.0
59033,"[5.0,735944.0,735953.0,9.0,1.0]",1.0
59034,"[4.0,735876.0,735881.0,5.0,178.0]",1.0
59035,"[1.0,735888.0,735907.0,19.0,313.0]",0.0
59036,"[1.0,735814.0,735844.0,30.0,18.0]",3.0
59037,"[3.0,735805.0,735807.0,2.0,46.0]",2.0
59038,"[4.0,735912.0,735923.0,11.0,69.0]",2.0
59039,"[5.0,735931.0,735960.0,29.0,125.0]",3.0
59040,"[6.0,735947.0,735959.0,12.0,15.0]",0.0
59041,"[6.0,735855.0,735882.0,27.0,39.0]",2.0
59042,"[3.0,735902.0,735912.0,10.0,3.0]",2.0
59043,"[0.0,735903.0,735913.0,10.0,75.0]",1.0
59044,"[2.0,735832.0,735852.0,20.0,19.0]",2.0
59045,"[2.0,735806.0,735817.0,11.0,51.0]",1.0
59046,"[1.0,735876.0,735900.0,24.0,5.0]",2.0
59047,"[0.0,735902.0,735913.0,11.0,46.0]",0.0
59048,"[0.0,735870.0,735871.0,1.0,304.0]",0.0
59049,"[4.0,735833.0,735839.0,6.0,12.0]",1.0
59050,"[3.0,735891.0,735912.0,21.0,23.0]",3.0
59051,"[2.0,735904.0,735929.0,25.0,53.0]",0.0
59052,"[1.0,735865.0,735879.0,14.0,80.0]",2.0
59053,"[2.0,735816.0,735817.0,1.0,0.0]",0.0
59054,"[0.0,735865.0,735871.0,6.0,20.0]",3.0
59055,"[5.0,735808.0,735820.0,12.0,12.0]",0.0
59056,"[5.0,735942.0,735953.0,11.0,1.0]",1.0
59057,"[4.0,735834.0,735853.0,19.0,29.0]",1.0
59058,"[0.0,735874.0,735899.0,25.0,11.0]",3.0
59059,"[4.0,735903.0,735923.0,20.0,32.0]",0.0
59060,"[1.0,735806.0,735837.0,31.0,28.0]",2.0
59061,"[4.0,735886.0,735888.0,2.0,111.0]",1.0
59062,"[1.0,735898.0,735921.0,23.0,2.0]",1.0
59063,"[6.0,735832.0,735861.0,29.0,294.0]",2.0
59064,"[3.0,735825.0,735828.0,3.0,76.0]",3.0
59065,"[6.0,735827.0,735847.0,20.0,54.0]",1.0
59066,"[0.0,735883.0,735913.0,30.0,3.0]",2.0
59067,"[4.0,735843.0,735867.0,24.0,79.0]",0.0
59068,"[1.0,735855.0,735886.0,31.0,27.0]",2.0
59069,"[2.0,735881.0,735908.0,27.0,65.0]",2.0
59070,"[6.0,735899.0,735917.0,18.0,42.0]",2.0
59071,"[3.0,735859.0,735884.0,25.0,46.0]",2.0
59072,"[0.0,735821.0,735829.0,8.0,26.0]",1.0
59073,"[0.0,735902.0,735913.0,11.0,1.0]",3.0
59074,"[4.0,735878.0,735902.0,24.0,35.0]",0.0
59075,"[1.0,735898.0,735907.0,9.0,26.0]",1.0
59076,"[3.0,735913.0,735926.0,13.0,7.0]",2.0
59077,"[3.0,735822.0,735856.0,34.0,294.0]",0.0
59078,"[2.0,735826.0,735852.0,26.0,144.0]",1.0
59079,"[6.0,735818.0,735826.0,8.0,19.0]",0.0
59080,"[2.0,735906.0,735936.0,30.0,88.0]",1.0
59081,"[6.0,735884.0,735896.0,12.0,60.0]",1.0
59082,"[4.0,735816.0,735846.0,30.0,181.0]",3.0
59083,"[3.0,735833.0,735842.0,9.0,102.0]",1.0
59084,"[4.0,735837.0,735846.0,9.0,97.0]",2.0
59085,"[6.0,735820.0,735847.0,27.0,60.0]",2.0
59086,"[0.0,735880.0,735913.0,33.0,48.0]",2.0
59087,"[0.0,735910.0,735941.0,31.0,2.0]",0.0
59088,"[4.0,735873.0,735895.0,22.0,261.0]",1.0
