-1,-1,-1,-1,-1,27.909270216962526,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.508875739644971,-1,-1,-1,93.58974358974359,-1,50.59171597633136,12.721893491124261,100.0,70.01972386587771,45.562130177514796,-1,-1,-1,-1,-1,-1,-1,95.95660749506904,-1,-1,78.2051282051282,-1,-1,-1,60.45364891518738,83.13609467455622,81.16370808678501,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24.95069033530572,-1,-1,32.84023668639053,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.508875739644971,-1,-1,-1,28.303747534516766,-1,-1,-1,-1,-1,-1,-1,0.0,1.0848126232741617,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.6116035455278002,0.0,-1,-1,51.81305398871878,-1,-1,-1,-1,54.06929895245769,-1,-1,-1,-1,-1,67.84850926672038,70.9105560032232,73.24738114423852,-1,-1,-1,-1,60.99919419822724,59.22643029814665,-1,60.99919419822724,-1,-1,-1,73.24738114423852,-1,-1,-1,-1,48.348106365834006,45.93070104754231,-1,45.93070104754231,-1,-1,-1,100.0,-1,-1,-1,-1,-1,-1,59.468170829975826,-1,-1,37.8726833199033,34.6494762288477,-1,-1,-1,-1,-1,-1,55.68090249798549,45.52780016116036,-1,-1,49.153908138597906,-1,-1,47.703464947622884,-1,-1,-1,-1,-1,53.182917002417405,-1,-1,34.6494762288477,55.68090249798549,-1,-1,53.505237711522966,52.780016116035455,-1,27.397260273972602,26.67203867848509,30.298146655922643,34.6494762288477,-1,-1,34.6494762288477,-1,-1,28.122481869460113,26.67203867848509,-1,45.52780016116036,45.52780016116036,-1,45.52780016116036,37.8726833199033,37.8726833199033,37.8726833199033,33.843674456083804,19.3392425463336,9.6696212731668,17.7276390008058,9.6696212731668,-1,12.167606768734892,33.92425463336019,-1,-1,20.9508460918614,-1,-1,-1,8.541498791297341,12.167606768734892,-1,-1,19.419822723609993,1.6116035455278002,-1,13.698630136986301,13.698630136986301,20.9508460918614,19.3392425463336,7.816277195809831,12.892828364222401,13.61804995970991,7.816277195809831,45.52780016116036,30.298146655922643,27.397260273972602,27.397260273972602,-1,55.68090249798549,55.68090249798549,-1
-1,26.645519429024585,27.438540840602695,29.02458366375892,-1,30.610626486915148,28.231562252180808,-1,-1,-1,27.438540840602695,-1,22.68041237113402,26.645519429024585,27.438540840602695,25.85249801744647,35.368754956383825,23.47343378271213,23.47343378271213,21.094369547977795,-1,30.610626486915148,23.47343378271213,-1,-1,-1,64.71054718477399,-1,65.5035685963521,64.71054718477399,64.71054718477399,-1,-1,82.15701823949247,63.91752577319588,68.67565424266455,-1,-1,-1,-1,-1,78.19191118160191,67.08961141950833,67.08961141950833,81.36399682791435,66.29659000793022,61.53846153846154,70.26169706582078,-1,-1,-1,73.43378271213322,-1,69.46867565424266,85.32910388580491,78.19191118160191,-1,88.50118953211737,85.32910388580491,91.27676447264076,-1,-1,-1,-1,100.0,84.93259318001586,84.13957176843775,73.43378271213322,-1,88.50118953211737,85.32910388580491,84.5360824742268,-1,88.50118953211737,85.32910388580491,-1,-1,-1,-1,-1,-1,57.57335448057098,64.71054718477399,62.33148295003965,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75.81284694686757,81.36399682791435,-1,74.22680412371135,-1,-1,77.39888977002379,52.8152260111023,-1,-1,40.52339413164155,-1,-1,-1,-1,38.54084060269627,36.161776367961934,21.88739095955591,-1,64.71054718477399,57.57335448057098,-1,-1,64.71054718477399,-1,-1,-1,-1,-1,-1,54.79777954004758,-1,-1,-1,-1,-1,50.43616177636796,-1,-1,-1,54.401268834258524,-1,-1,-1,-1,-1,-1,5.709754163362411,0.0,9.992069785884219,20.69785884218874,-1,19.984139571768438,24.266455194290245,-1,24.980174464710547,27.12133227597145,-1,-1,23.949246629659,-1,-1,-1,-1,-1,-1
22.88,-1,24.0,-1,-1,-1,-1,-1,22.88,-1,37.28,-1,52.08,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,74.16,72.64,84.8,87.84,62.0,69.6,60.48,71.12,98.48,-1,75.68,-1,-1,-1,-1,-1,-1,-1,-1,-1,66.48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75.44,64.32,64.32,100.0,80.16,88.8,83.04,67.12,61.44,-1,72.32,63.2,56.8,-1,83.28,57.12,70.88,55.68,64.64,96.8,-1,95.36,-1,-1,72.96,-1,74.4,-1,-1,74.96,64.8,-1,67.2,77.28,-1,60.0,62.88,-1,-1,47.92,-1,-1,47.92,64.24,62.8,65.52,72.24,-1,-1,-1,-1,-1,76.16,43.76,-1,-1,-1,45.12,-1,-1,56.0,61.44,66.96,-1,-1,68.24,53.36,61.52,62.8,65.52,65.6,47.92,51.92,46.48,41.12,52.0,53.28,41.04,47.92,26.16,34.24,42.4,42.48,-1,-1,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,55.84,56.08,49.04,53.52,72.88,69.12,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.9057171514543632,0.0,-1,-1,-1,-1,88.86659979939819,91.27382146439318,-1,86.55967903711134,84.25275827482447,81.8455366098295,-1,81.8455366098295,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100.0,100.0,100.0,100.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
47.292666209732694,38.656614119259764,49.04043865661412,12.337217272104182,0.0,38.656614119259764,3.0843043180260454,-1,12.302947224126115,13.639479095270733,12.95407813570939,15.01028101439342,8.910212474297465,13.228238519533928,15.284441398217957,23.166552433173408,1.0281014393420151,7.196710075394106,8.224811514736121,-1,-1,-1,-1,16.24400274160384,82.4537354352296,87.45716244002742,79.57505140507196,-1,-1,81.28855380397532,-1,-1,-1,73.74914324880055,-1,-1,84.27004797806717,75.83961617546265,93.69431117203564,95.44208361891707,60.623714873200825,85.88074023303632,73.74914324880055,-1,-1,-1,-1,-1,51.61069225496916,47.189856065798494,47.189856065798494,56.06579849211789,62.06305688827965,60.623714873200825,-1,100.0,60.623714873200825,-1,-1,-1,64.87320082248115,64.63331048663468,77.6559287183002,95.44208361891707,59.59561343385881,59.49280328992461,67.71761480466073,73.26936257710761,53.42700479780672,60.24674434544208,-1,59.59561343385881,-1,-1,-1,-1,49.451679232350926,38.27964359150103,51.85058259081563,56.27141877998629,39.65044551062371,49.28032899246059,46.88142563399589,-1,69.08841672378341,46.88142563399589,62.09732693625771,54.07813570938999,44.48252227553119,45.681973954763535,50.47978067169294,-1,28.23851953392735,-1,57.71076079506511,-1,-1,54.7978067169294,-1,-1,72.92666209732694,53.01576422206991,64.29061000685401,73.26936257710761,54.07813570938999,57.33379026730638,65.49006168608636,72.72104180945853,41.50102810143934,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,59.49280328992461,44.48252227553119,48.080877313228235,52.87868403015764,42.08361891706648,40.884167237834134,45.681973954763535,50.47978067169294,-1,41.32967786154901,42.563399588759424,-1,-1,-1,-1,59.972583961617545,40.9184372858122,50.61686086360521,54.352296093214534,60.21247429746402,-1,-1,-1,-1,39.68471555860178,39.68471555860178,45.681973954763535,-1,28.889650445510625,-1,-1,-1,33.104866346812884,-1,-1,39.03358464701851,-1,-1,56.44276901987663,56.819739547635365
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,3.096676737160121,6.042296072507553,-1,-1,6.7975830815709966,3.6253776435045317,0.7552870090634441,-1,14.350453172205437,11.404833836858007,-1,-1,-1,-1,-1,42.74924471299094,47.12990936555891,46.75226586102719,40.03021148036254,69.25981873111782,61.25377643504532,55.13595166163142,-1,57.70392749244713,62.764350453172206,67.14501510574019,72.809667673716,51.81268882175227,56.19335347432024,58.91238670694864,54.68277945619335,73.33836858006042,48.26283987915408,63.51963746223565,58.081570996978854,64.95468277945619,70.54380664652568,75.07552870090635,79.98489425981873,70.69486404833837,69.93957703927492,61.329305135951664,57.17522658610272,83.1570996978852,78.32326283987915,66.31419939577039,-1,42.74924471299094,47.2809667673716,52.11480362537765,56.34441087613293,-1,62.83987915407855,-1,39.57703927492447,51.13293051359516,47.73413897280967,46.37462235649547,40.86102719033233,88.4441087613293,71.67673716012085,66.16314199395771,-1,-1,56.797583081571,61.329305135951664,66.76737160120845,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,71.90332326283988,77.0392749244713,72.809667673716,48.26283987915408,53.096676737160124,57.17522658610272,62.00906344410876,52.11480362537765,48.11178247734139,43.58006042296073,44.48640483383686,58.081570996978854,52.56797583081571,48.48942598187311,-1,69.78851963746223,65.70996978851964,-1,-1,-1,47.73413897280967,51.73716012084592,55.438066465256796,36.933534743202415,39.35045317220544,43.051359516616316,46.601208459214504,38.29305135951662,34.59214501510574,30.28700906344411,26.20845921450151,61.10271903323263,50.98187311178248,46.903323262839876,-1,-1,-1,-1,-1,4.531722054380665,7.326283987915408,10.196374622356496,12.990936555891238,-1,33.53474320241692,-1,-1,-1,-1,-1,-1,75.83081570996978,68.27794561933534,65.33232628398791,59.74320241691843,100.0,97.05438066465257,91.38972809667673,-1
5.217391304347826,10.869565217391305,5.217391304347826,-1,0.0,0.0,-1,-1,5.217391304347826,3.4782608695652173,5.217391304347826,-1,1.7391304347826086,3.4782608695652173,5.217391304347826,-1,1.7391304347826086,3.4782608695652173,-1,-1,3.4782608695652173,5.217391304347826,3.4782608695652173,1.7391304347826086,65.21739130434783,69.56521739130434,73.91304347826087,78.26086956521739,56.52173913043478,65.21739130434783,69.56521739130434,65.21739130434783,69.56521739130434,73.91304347826087,69.56521739130434,100.0,-1,69.56521739130434,73.91304347826087,82.6086956521739,-1,76.08695652173913,-1,-1,80.43478260869566,78.26086956521739,76.08695652173913,82.6086956521739,-1,86.95652173913044,100.0,-1,65.21739130434783,69.56521739130434,-1,-1,-1,-1,-1,-1,62.608695652173914,61.73913043478261,64.78260869565217,-1,73.91304347826087,61.73913043478261,64.78260869565217,76.08695652173913,54.78260869565217,69.56521739130434,76.08695652173913,73.91304347826087,67.3913043478261,63.04347826086956,63.04347826086956,56.52173913043478,44.78260869565217,47.17391304347826,48.69565217391305,56.08695652173913,54.78260869565217,61.73913043478261,54.56521739130435,60.43478260869565,73.91304347826087,69.56521739130434,45.26086956521739,47.0,65.21739130434783,38.30434782608695,36.56521739130435,38.30434782608695,65.21739130434783,29.608695652173914,27.869565217391305,43.47826086956522,27.869565217391305,29.608695652173914,38.30434782608695,40.04347826086956,47.0,36.56521739130435,31.347826086956523,48.73913043478261,26.08695652173913,36.56521739130435,31.347826086956523,40.04347826086956,45.65217391304348,45.65217391304348,39.130434782608695,43.47826086956522,26.130434782608695,31.347826086956523,52.17391304347826,29.608695652173914,47.82608695652174,52.17391304347826,47.82608695652174,-1,65.21739130434783,34.78260869565217,31.347826086956523,52.17391304347826,29.608695652173914,29.608695652173914,31.347826086956523,31.347826086956523,54.34782608695652,17.391304347826086,17.391304347826086,17.391304347826086,34.78260869565217,17.391304347826086,17.391304347826086,43.47826086956522,52.17391304347826,-1,-1,-1,6.521739130434782,12.217391304347826,13.956521739130435,15.695652173913043,23.91304347826087,19.17391304347826,19.565217391304348,22.652173913043477,-1,-1,35.65217391304348,41.73913043478261,-1,-1,35.65217391304348,54.78260869565217,-1,-1,50.0,-1
50.539083557951486,53.77358490566038,53.908355795148246,50.539083557951486,23.8544474393531,26.41509433962264,26.81940700808625,24.528301886792452,32.34501347708895,35.57951482479784,33.288409703504044,30.59299191374663,7.008086253369272,9.164420485175203,8.89487870619946,6.334231805929919,0.0,1.8867924528301887,1.6172506738544474,0.0,5.390835579514825,7.951482479784366,7.951482479784366,6.064690026954178,75.2021563342318,79.11051212938006,78.30188679245283,74.25876010781671,74.93261455525607,78.4366576819407,77.22371967654986,76.54986522911051,-1,54.716981132075475,55.25606469002695,52.42587601078167,96.09164420485175,100.0,-1,-1,75.33692722371967,79.38005390835579,77.49326145552561,76.68463611859838,76.1455525606469,78.30188679245283,77.088948787062,73.98921832884098,79.78436657681941,83.28840970350404,81.94070080862534,-1,66.98113207547169,70.48517520215633,76.41509433962264,73.98921832884098,63.20754716981132,62.668463611859835,62.80323450134771,59.43396226415094,-1,-1,-1,-1,86.65768194070081,90.8355795148248,89.08355795148248,-1,61.99460916442049,65.49865229110512,63.20754716981132,61.05121293800539,59.83827493261455,63.881401617250674,62.93800539083558,59.97304582210243,-1,-1,-1,-1,66.30727762803234,70.35040431266846,67.38544474393531,65.09433962264151,69.2722371967655,72.50673854447439,73.45013477088949,69.6765498652291,-1,76.68463611859838,76.54986522911051,-1,65.36388140161725,69.2722371967655,-1,-1,52.695417789757414,56.46900269541779,54.17789757412399,51.75202156334232,-1,58.086253369272235,58.62533692722372,55.39083557951483,59.43396226415094,62.668463611859835,63.07277628032345,-1,-1,-1,-1,-1,-1,58.086253369272235,57.277628032345014,54.31266846361186,51.75202156334232,55.121293800539085,54.17789757412399,51.34770889487871,44.07008086253369,-1,-1,-1,-1,-1,-1,-1,24.528301886792452,27.358490566037737,25.741239892183287,23.98921832884097,-1,32.47978436657682,31.805929919137466,29.380053908355794,-1,-1,-1,-1,9.703504043126685,11.590296495956874,11.725067385444744,9.568733153638814,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55.360623781676416,52.43664717348928,49.317738791423004,-1,-1,-1,-1,-1,-1,-1,-1,47.07602339181287,40.058479532163744,43.66471734892787,-1,-1,-1,-1,-1,-1,69.49317738791423,-1,-1,-1,77.38791423001949,76.21832358674465,74.26900584795321,85.86744639376218,93.37231968810916,100.0,-1,-1,96.58869395711501,-1,-1,-1,-1,80.70175438596492,87.8167641325536,-1,68.22612085769981,75.3411306042885,73.48927875243665,82.55360623781677,75.73099415204679,95.6140350877193,-1,65.39961013645224,71.83235867446393,62.37816764132553,71.15009746588694,-1,-1,-1,-1,-1,-1,-1,69.98050682261209,-1,64.32748538011695,53.31384015594542,59.84405458089669,-1,44.639376218323584,51.16959064327485,57.69980506822612,59.941520467836256,59.06432748538012,63.35282651072125,-1,46.393762183235864,50.77972709551657,55.16569200779727,47.953216374269005,37.914230019493175,42.007797270955166,43.66471734892787,41.32553606237817,-1,37.62183235867447,39.57115009746589,44.2495126705653,-1,45.90643274853801,50.097465886939574,57.1150097465887,-1,46.68615984405458,48.83040935672515,-1,34.01559454191033,36.25730994152047,38.693957115009745,-1,-1,-1,-1,-1,26.023391812865498,26.023391812865498,26.023391812865498,26.023391812865498,-1,-1,-1,-1,9.551656920077972,3.7037037037037037,0.0,2.2417153996101367,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33.13840155945419,-1,-1,34.113060428849906,42.98245614035088
